VarIdentificadorParroquia,VarNombreParroquia,VarEstadoParroquia,VarIdentificadorProvincia,VarIdentificadorCanton
35a09610-74f7-11ed-a487-0242ac1c000c,Parroquia Castellón,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c0535ba-74f7-11ed-884d-0242ac1c000c
35a096b0-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c05361e-74f7-11ed-884d-0242ac1c000c
35a09746-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c053682-74f7-11ed-884d-0242ac1c000c
35a0982c-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c0536f0-74f7-11ed-884d-0242ac1c000c
35a098e0-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c053754-74f7-11ed-884d-0242ac1c000c
35a09980-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c0537b8-74f7-11ed-884d-0242ac1c000c
35a09a2a-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c05381c-74f7-11ed-884d-0242ac1c000c
35a09ade-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c053880-74f7-11ed-884d-0242ac1c000c
35a09b74-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c053902-74f7-11ed-884d-0242ac1c000c
35a09c14-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c05395c-74f7-11ed-884d-0242ac1c000c
35a09caa-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c0539c0-74f7-11ed-884d-0242ac1c000c
35a09d4a-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c053a24-74f7-11ed-884d-0242ac1c000c
35a09df4-74f7-11ed-a487-0242ac1c000c,Parroquia Segovia,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c053a88-74f7-11ed-884d-0242ac1c000c
35a09e8a-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c053ae2-74f7-11ed-884d-0242ac1c000c
35a09f20-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c053b46-74f7-11ed-884d-0242ac1c000c
35a09fb6-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c053c40-74f7-11ed-884d-0242ac1c000c
35a0a056-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c053ce0-74f7-11ed-884d-0242ac1c000c
35a0a0ec-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c053d4e-74f7-11ed-884d-0242ac1c000c
35a0a182-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c053db2-74f7-11ed-884d-0242ac1c000c
35a0a20e-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c053e0c-74f7-11ed-884d-0242ac1c000c
35a0a2d6-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c053e70-74f7-11ed-884d-0242ac1c000c
35a0a33a-74f7-11ed-a487-0242ac1c000c,Parroquia Burgos,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c053eca-74f7-11ed-884d-0242ac1c000c
35a0a394-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c053f2e-74f7-11ed-884d-0242ac1c000c
35a0a3f8-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c053f92-74f7-11ed-884d-0242ac1c000c
35a0a45c-74f7-11ed-a487-0242ac1c000c,Parroquia Murcia,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c053fec-74f7-11ed-884d-0242ac1c000c
35a0a4b6-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c054078-74f7-11ed-884d-0242ac1c000c
35a0a51a-74f7-11ed-a487-0242ac1c000c,Parroquia Huelva,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c0540dc-74f7-11ed-884d-0242ac1c000c
35a0a574-74f7-11ed-a487-0242ac1c000c,Parroquia Burgos,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c054136-74f7-11ed-884d-0242ac1c000c
35a0a5d8-74f7-11ed-a487-0242ac1c000c,Parroquia León,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c054244-74f7-11ed-884d-0242ac1c000c
35a0a63c-74f7-11ed-a487-0242ac1c000c,Parroquia Ciudad,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c0542a8-74f7-11ed-884d-0242ac1c000c
35a0a6a0-74f7-11ed-a487-0242ac1c000c,Parroquia Vizcaya,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c054316-74f7-11ed-884d-0242ac1c000c
35a0a704-74f7-11ed-a487-0242ac1c000c,Parroquia Guipúzcoa,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c05437a-74f7-11ed-884d-0242ac1c000c
35a0a75e-74f7-11ed-a487-0242ac1c000c,Parroquia Huelva,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c0543de-74f7-11ed-884d-0242ac1c000c
35a0a7c2-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c054442-74f7-11ed-884d-0242ac1c000c
35a0a81c-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c0544a6-74f7-11ed-884d-0242ac1c000c
35a0a880-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c05450a-74f7-11ed-884d-0242ac1c000c
35a0a8e4-74f7-11ed-a487-0242ac1c000c,Parroquia Ourense,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c05456e-74f7-11ed-884d-0242ac1c000c
35a0a9ac-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c0545dc-74f7-11ed-884d-0242ac1c000c
35a0aa42-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c054640-74f7-11ed-884d-0242ac1c000c
35a0aa9c-74f7-11ed-a487-0242ac1c000c,Parroquia Segovia,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c0546a4-74f7-11ed-884d-0242ac1c000c
35a0ab00-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c054712-74f7-11ed-884d-0242ac1c000c
35a0ab64-74f7-11ed-a487-0242ac1c000c,Parroquia Badajoz,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c054780-74f7-11ed-884d-0242ac1c000c
35a0abc8-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05480c-74f7-11ed-884d-0242ac1c000c
35a0ac2c-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c05487a-74f7-11ed-884d-0242ac1c000c
35a0ac90-74f7-11ed-a487-0242ac1c000c,Parroquia Cáceres,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c0548f2-74f7-11ed-884d-0242ac1c000c
35a0acea-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c054956-74f7-11ed-884d-0242ac1c000c
35a0ad4e-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c0549ba-74f7-11ed-884d-0242ac1c000c
35a0ada8-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c054a1e-74f7-11ed-884d-0242ac1c000c
35a0aede-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c054a8c-74f7-11ed-884d-0242ac1c000c
35a0af88-74f7-11ed-a487-0242ac1c000c,Parroquia Cuenca,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c054af0-74f7-11ed-884d-0242ac1c000c
35a0b01e-74f7-11ed-a487-0242ac1c000c,Parroquia Cantabria,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c054b54-74f7-11ed-884d-0242ac1c000c
35a0b0aa-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c054bb8-74f7-11ed-884d-0242ac1c000c
35a0b208-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c054c26-74f7-11ed-884d-0242ac1c000c
35a0b29e-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c054c8a-74f7-11ed-884d-0242ac1c000c
35a0b384-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c054cee-74f7-11ed-884d-0242ac1c000c
35a0b41a-74f7-11ed-a487-0242ac1c000c,Parroquia Lleida,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c054dc0-74f7-11ed-884d-0242ac1c000c
35a0b4a6-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c054e1a-74f7-11ed-884d-0242ac1c000c
35a0b53c-74f7-11ed-a487-0242ac1c000c,Parroquia Melilla,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c054eb0-74f7-11ed-884d-0242ac1c000c
35a0b5c8-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c054f0a-74f7-11ed-884d-0242ac1c000c
35a0b668-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c054f8c-74f7-11ed-884d-0242ac1c000c
35a0b708-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c054ff0-74f7-11ed-884d-0242ac1c000c
35a0b7b2-74f7-11ed-a487-0242ac1c000c,Parroquia Segovia,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c05504a-74f7-11ed-884d-0242ac1c000c
35a0b848-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c0550ae-74f7-11ed-884d-0242ac1c000c
35a0b94c-74f7-11ed-a487-0242ac1c000c,Parroquia Asturias,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c055108-74f7-11ed-884d-0242ac1c000c
35a0b9d8-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c05516c-74f7-11ed-884d-0242ac1c000c
35a0ba6e-74f7-11ed-a487-0242ac1c000c,Parroquia Huelva,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0551c6-74f7-11ed-884d-0242ac1c000c
35a0bafa-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05522a-74f7-11ed-884d-0242ac1c000c
35a0bb86-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c05528e-74f7-11ed-884d-0242ac1c000c
35a0bc1c-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c0552e8-74f7-11ed-884d-0242ac1c000c
35a0bcb2-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c05534c-74f7-11ed-884d-0242ac1c000c
35a0bd3e-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c0553a6-74f7-11ed-884d-0242ac1c000c
35a0be1a-74f7-11ed-a487-0242ac1c000c,Parroquia Asturias,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c055400-74f7-11ed-884d-0242ac1c000c
35a0bea6-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c055464-74f7-11ed-884d-0242ac1c000c
35a0bf32-74f7-11ed-a487-0242ac1c000c,Parroquia Tarragona,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c0554be-74f7-11ed-884d-0242ac1c000c
35a0c00e-74f7-11ed-a487-0242ac1c000c,Parroquia León,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c055522-74f7-11ed-884d-0242ac1c000c
35a0c0a4-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c055586-74f7-11ed-884d-0242ac1c000c
35a0c13a-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c055608-74f7-11ed-884d-0242ac1c000c
35a0c1c6-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c055662-74f7-11ed-884d-0242ac1c000c
35a0c252-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c0556c6-74f7-11ed-884d-0242ac1c000c
35a0c2de-74f7-11ed-a487-0242ac1c000c,Parroquia Santa Cruz de Tenerife,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c05572a-74f7-11ed-884d-0242ac1c000c
35a0c36a-74f7-11ed-a487-0242ac1c000c,Parroquia Segovia,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c055784-74f7-11ed-884d-0242ac1c000c
35a0c3f6-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c0557e8-74f7-11ed-884d-0242ac1c000c
35a0c478-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c05584c-74f7-11ed-884d-0242ac1c000c
35a0c504-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c0558a6-74f7-11ed-884d-0242ac1c000c
35a0c590-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c055900-74f7-11ed-884d-0242ac1c000c
35a0c61c-74f7-11ed-a487-0242ac1c000c,Parroquia Alicante,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c055964-74f7-11ed-884d-0242ac1c000c
35a0c766-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c0559be-74f7-11ed-884d-0242ac1c000c
35a0c806-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c055a2c-74f7-11ed-884d-0242ac1c000c
35a0c8ec-74f7-11ed-a487-0242ac1c000c,Parroquia Guipúzcoa,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c055a86-74f7-11ed-884d-0242ac1c000c
35a0c982-74f7-11ed-a487-0242ac1c000c,Parroquia Cuenca,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c055af4-74f7-11ed-884d-0242ac1c000c
35a0ca18-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c055b58-74f7-11ed-884d-0242ac1c000c
35a0cab8-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c055bb2-74f7-11ed-884d-0242ac1c000c
35a0cb4e-74f7-11ed-a487-0242ac1c000c,Parroquia Zaragoza,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c055c16-74f7-11ed-884d-0242ac1c000c
35a0cbe4-74f7-11ed-a487-0242ac1c000c,Parroquia Castellón,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c055c98-74f7-11ed-884d-0242ac1c000c
35a0cc84-74f7-11ed-a487-0242ac1c000c,Parroquia Ceuta,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c055cfc-74f7-11ed-884d-0242ac1c000c
35a0cd24-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c055d56-74f7-11ed-884d-0242ac1c000c
35a0cdba-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c055db0-74f7-11ed-884d-0242ac1c000c
35a0ce50-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c055e1e-74f7-11ed-884d-0242ac1c000c
35a0cef0-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c055e82-74f7-11ed-884d-0242ac1c000c
35a0cf90-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c055edc-74f7-11ed-884d-0242ac1c000c
35a0d026-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c055f36-74f7-11ed-884d-0242ac1c000c
35a0d152-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c055f9a-74f7-11ed-884d-0242ac1c000c
35a0d1f2-74f7-11ed-a487-0242ac1c000c,Parroquia Sevilla,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c055ffe-74f7-11ed-884d-0242ac1c000c
35a0d288-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c056058-74f7-11ed-884d-0242ac1c000c
35a0d31e-74f7-11ed-a487-0242ac1c000c,Parroquia La Coruña,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c0560bc-74f7-11ed-884d-0242ac1c000c
35a0d3fa-74f7-11ed-a487-0242ac1c000c,Parroquia Salamanca,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c056116-74f7-11ed-884d-0242ac1c000c
35a0d49a-74f7-11ed-a487-0242ac1c000c,Parroquia León,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c05617a-74f7-11ed-884d-0242ac1c000c
35a0d63e-74f7-11ed-a487-0242ac1c000c,Parroquia Asturias,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c0561d4-74f7-11ed-884d-0242ac1c000c
35a0d6fc-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c056238-74f7-11ed-884d-0242ac1c000c
35a0d792-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c056666-74f7-11ed-884d-0242ac1c000c
35a0d832-74f7-11ed-a487-0242ac1c000c,Parroquia Barcelona,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c0566d4-74f7-11ed-884d-0242ac1c000c
35a0d8d2-74f7-11ed-a487-0242ac1c000c,Parroquia Segovia,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c056738-74f7-11ed-884d-0242ac1c000c
35a0d968-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c056792-74f7-11ed-884d-0242ac1c000c
35a0da08-74f7-11ed-a487-0242ac1c000c,Parroquia Palencia,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0567f6-74f7-11ed-884d-0242ac1c000c
35a0da9e-74f7-11ed-a487-0242ac1c000c,Parroquia Las Palmas,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05685a-74f7-11ed-884d-0242ac1c000c
35a0db34-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c050784-74f7-11ed-884d-0242ac1c000c
35a0dbd4-74f7-11ed-a487-0242ac1c000c,Parroquia Navarra,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c050932-74f7-11ed-884d-0242ac1c000c
35a0dc6a-74f7-11ed-a487-0242ac1c000c,Parroquia Burgos,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0509b4-74f7-11ed-884d-0242ac1c000c
35a0dd14-74f7-11ed-a487-0242ac1c000c,Parroquia Álava,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c050a2c-74f7-11ed-884d-0242ac1c000c
35a0ddaa-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c050a90-74f7-11ed-884d-0242ac1c000c
35a0de4a-74f7-11ed-a487-0242ac1c000c,Parroquia Asturias,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,8c050afe-74f7-11ed-884d-0242ac1c000c
35a0deea-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,8c050b62-74f7-11ed-884d-0242ac1c000c
35a0dfd0-74f7-11ed-a487-0242ac1c000c,Parroquia Albacete,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,8c050bc6-74f7-11ed-884d-0242ac1c000c
35a0e084-74f7-11ed-a487-0242ac1c000c,Parroquia Jaén,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,8c050c20-74f7-11ed-884d-0242ac1c000c
35a0e124-74f7-11ed-a487-0242ac1c000c,Parroquia Granada,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,8c050c8e-74f7-11ed-884d-0242ac1c000c
35a0e1c4-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,8c050d24-74f7-11ed-884d-0242ac1c000c
35a0e264-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,8c050d92-74f7-11ed-884d-0242ac1c000c
35a0e2fa-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,8c050df6-74f7-11ed-884d-0242ac1c000c
35a0e39a-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,8c050e5a-74f7-11ed-884d-0242ac1c000c
35a0e444-74f7-11ed-a487-0242ac1c000c,Parroquia Valencia,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,8c050ebe-74f7-11ed-884d-0242ac1c000c
35a0e4e4-74f7-11ed-a487-0242ac1c000c,Parroquia Lugo,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,8c050f22-74f7-11ed-884d-0242ac1c000c
35a0e584-74f7-11ed-a487-0242ac1c000c,Parroquia Cádiz,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,8c050f86-74f7-11ed-884d-0242ac1c000c
35a0e624-74f7-11ed-a487-0242ac1c000c,Parroquia Almería,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,8c050ff4-74f7-11ed-884d-0242ac1c000c
35a0e6c4-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,8c051058-74f7-11ed-884d-0242ac1c000c
35a0e76e-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,8c0510c6-74f7-11ed-884d-0242ac1c000c
35a0e804-74f7-11ed-a487-0242ac1c000c,Parroquia Soria,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c
35a0e8c2-74f7-11ed-a487-0242ac1c000c,Parroquia La Rioja,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c
35a0e962-74f7-11ed-a487-0242ac1c000c,Parroquia Zamora,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c
35a0ea02-74f7-11ed-a487-0242ac1c000c,Parroquia Guadalajara,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c
35a0eade-74f7-11ed-a487-0242ac1c000c,Parroquia Ávila,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c
35a0eb74-74f7-11ed-a487-0242ac1c000c,Parroquia Córdoba,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c
35a0ec0a-74f7-11ed-a487-0242ac1c000c,Parroquia Málaga,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c
35a0ecb4-74f7-11ed-a487-0242ac1c000c,Parroquia Valladolid,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c
35a0ed54-74f7-11ed-a487-0242ac1c000c,Parroquia Girona,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c
