VarIdentificadorInstitucionEducativa,VarNombreInstitucionEducativa,VarCorreoInstitucionEducativa,NbrTelefonoInstitucionEducativa,VarDescripcionInstitucionEducativa,VarEstadoInstitucionEducativa,VarTipoInstitucionEducativa
4a1cc292-74f4-11ed-be5f-0242ac1c000c,Instituto Yésica Arellano,yésica.arellano@hotmail.com,963062522,Tempora tempora et quibusdam qui iste. Sequi voluptatibus delectus commodi officia.,Inactivo,Rural
4a1cc328-74f4-11ed-be5f-0242ac1c000c,Universidad Emma Osuna,emma.osuna@hotmail.com,912757135,Consequatur totam accusamus illo occaecati alias.,Activo,Rural
4a1cc3aa-74f4-11ed-be5f-0242ac1c000c,Instituto Rómulo Pellicer,rómulo.pellicer@hotmail.com,909491318,Cupiditate natus qui cum excepturi adipisci quisquam. Quod corporis sapiente adipisci.,Activo,Rural
4a1cc422-74f4-11ed-be5f-0242ac1c000c,Universidad Gerónimo Catalán,gerónimo.catalán@hotmail.com,976204074,Iste veritatis soluta non excepturi vitae odit laborum.,Inactivo,Rural
4a1cc4a4-74f4-11ed-be5f-0242ac1c000c,Universidad Bruno Asenjo,bruno.asenjo@hotmail.com,938153065,Libero fugiat neque animi ex ab doloribus. Vero fuga maiores dolore qui.,Inactivo,Urbano
4a1cc512-74f4-11ed-be5f-0242ac1c000c,Instituto Lina Mata,lina.mata@hotmail.com,917647769,Exercitationem blanditiis alias exercitationem consequatur maxime temporibus. Incidunt iure voluptatem quo at saepe.,Activo,Rural
4a1cc58a-74f4-11ed-be5f-0242ac1c000c,Instituto Lucila Carbajo,lucila.carbajo@hotmail.com,997829461,Quidem et est minima. Minus modi debitis fuga fuga. Impedit beatae id repellendus cumque reprehenderit sed unde.,Inactivo,Urbano
4a1cc60c-74f4-11ed-be5f-0242ac1c000c,Universidad Glauco Agudo,glauco.agudo@hotmail.com,905090479,Ipsa quisquam laboriosam perferendis. Dignissimos tenetur aspernatur iure dolorum magni necessitatibus. Eum cum temporibus modi quod consectetur.,Inactivo,Urbano
4a1cc68e-74f4-11ed-be5f-0242ac1c000c,Universidad Amador Palacios,amador.palacios@hotmail.com,988909687,Sed tenetur iusto ratione sed exercitationem aspernatur. Commodi iure ab officiis magnam libero. Laudantium at laborum architecto corrupti iusto.,Activo,Rural
4a1cc6fc-74f4-11ed-be5f-0242ac1c000c,Universidad Lupe Salcedo,lupe.salcedo@hotmail.com,958735823,Ut doloremque occaecati nesciunt porro voluptatibus ducimus optio. Tenetur libero modi sit eum earum a.,Activo,Urbano
4a1cc788-74f4-11ed-be5f-0242ac1c000c,Instituto Baltasar Méndez,baltasar.méndez@hotmail.com,998990593,Nobis nihil perferendis nam. Nam totam nemo voluptatem quidem. Sit quos itaque quia culpa nesciunt molestiae.,Activo,Urbano
4a1cc80a-74f4-11ed-be5f-0242ac1c000c,Universidad Alejandra Rovira,alejandra.rovira@hotmail.com,923896094,Numquam ut molestiae minus totam perspiciatis velit veniam. Occaecati dolore delectus corrupti incidunt veniam reiciendis. Maiores dignissimos quod saepe.,Activo,Rural
4a1cc878-74f4-11ed-be5f-0242ac1c000c,Universidad Carolina Batalla,carolina.batalla@hotmail.com,985617210,Ea laudantium enim illum. Mollitia saepe ratione voluptatem voluptas sed assumenda. Porro occaecati incidunt delectus veniam accusamus.,Inactivo,Rural
4a1cc8fa-74f4-11ed-be5f-0242ac1c000c,Instituto Mohamed Caro,mohamed.caro@hotmail.com,984312020,Recusandae veritatis reiciendis labore impedit aut tempora.,Activo,Rural
4a1cc972-74f4-11ed-be5f-0242ac1c000c,Instituto Lucía Garcés,lucía.garcés@hotmail.com,955005273,Labore neque at vero. Tempore incidunt voluptatem dolorum praesentium accusantium veniam.,Activo,Rural
4a1cc9e0-74f4-11ed-be5f-0242ac1c000c,Instituto Lorenzo Jordá,lorenzo.jordá@hotmail.com,953946380,Tenetur quidem fuga delectus dignissimos quos. Ut illo assumenda quasi. Atque occaecati excepturi eveniet. Sint a quo quidem nobis.,Inactivo,Rural
4a1cca58-74f4-11ed-be5f-0242ac1c000c,Universidad Rosalinda Coloma,rosalinda.coloma@hotmail.com,944932319,Ut odio eius modi. Adipisci a culpa sequi quaerat ipsum aspernatur quos.,Inactivo,Urbano
4a1ccaf8-74f4-11ed-be5f-0242ac1c000c,Universidad Malena Sarmiento,malena.sarmiento@hotmail.com,903092694,Nostrum facilis adipisci mollitia ab. Ipsam accusamus quidem eius autem quo inventore. Cupiditate laboriosam vel id placeat doloribus culpa.,Inactivo,Urbano
4a1ccb70-74f4-11ed-be5f-0242ac1c000c,Universidad Amada Uría,amada.uría@hotmail.com,997780401,Est distinctio temporibus laboriosam vel repudiandae praesentium quibusdam. Et ratione eligendi accusamus debitis dicta dolor odio.,Activo,Urbano
4a1ccbf2-74f4-11ed-be5f-0242ac1c000c,Instituto Lucila Solana,lucila.solana@hotmail.com,988346925,Est illum deleniti. Maxime ab pariatur sequi eveniet dolorum ex delectus.,Inactivo,Urbano
4a1ccc74-74f4-11ed-be5f-0242ac1c000c,Universidad Manuela Soriano,manuela.soriano@hotmail.com,994201500,Ea itaque fugiat fugit iure occaecati. Ad amet quasi animi distinctio. Accusantium atque eum illo rerum.,Inactivo,Rural
4a1ccd64-74f4-11ed-be5f-0242ac1c000c,Universidad Plinio Domingo,plinio.domingo@hotmail.com,993521171,Itaque ipsum quo fuga nam illo. Culpa perferendis expedita reprehenderit quidem placeat.,Inactivo,Rural
4a1ccdfa-74f4-11ed-be5f-0242ac1c000c,Universidad María Belén Galvez,maría belén.galvez@hotmail.com,988764108,Maxime adipisci placeat debitis facere in minima.,Inactivo,Rural
4a1cce86-74f4-11ed-be5f-0242ac1c000c,Universidad Calista Benet,calista.benet@hotmail.com,980205289,Exercitationem fugiat numquam rerum voluptas. Reprehenderit incidunt doloremque sunt.,Activo,Urbano
4a1ccf08-74f4-11ed-be5f-0242ac1c000c,Instituto Feliciana Sotelo,feliciana.sotelo@hotmail.com,992585625,Numquam ex iste architecto voluptas magni vero aperiam. Debitis nulla excepturi fugit esse.,Activo,Urbano
4a1ccf8a-74f4-11ed-be5f-0242ac1c000c,Instituto Loreto Doménech,loreto.doménech@hotmail.com,906992593,Nobis quod deleniti iure ratione enim enim. Incidunt suscipit odit aperiam blanditiis sapiente porro. Aut similique dolor vitae iste atque.,Activo,Urbano
4a1cd00c-74f4-11ed-be5f-0242ac1c000c,Instituto Isidro Hernando,isidro.hernando@hotmail.com,924888466,Omnis autem delectus magnam corrupti. Voluptate a expedita vero. Necessitatibus sit veniam doloremque sapiente.,Inactivo,Rural
4a1cd08e-74f4-11ed-be5f-0242ac1c000c,Universidad Mercedes Garrido,mercedes.garrido@hotmail.com,901717780,Est quo aliquam recusandae tempora. Quas modi amet itaque.,Inactivo,Urbano
4a1cd110-74f4-11ed-be5f-0242ac1c000c,Instituto Araceli Fábregas,araceli.fábregas@hotmail.com,958703363,Totam exercitationem vel temporibus. Nam vel vel enim. Modi accusantium magnam architecto repellat nesciunt ipsam illo.,Inactivo,Rural
4a1cd192-74f4-11ed-be5f-0242ac1c000c,Instituto Vera Vaquero,vera.vaquero@hotmail.com,962036081,Tempore exercitationem in ab ex optio aut quasi. Quibusdam error tenetur dolore. Voluptatem inventore eaque facere facere.,Activo,Urbano
4a1cd21e-74f4-11ed-be5f-0242ac1c000c,Instituto Aurelia Gallardo,aurelia.gallardo@hotmail.com,922461602,Possimus doloribus quasi dicta exercitationem alias facere. Libero commodi assumenda deleniti quaerat facilis.,Activo,Rural
4a1cd296-74f4-11ed-be5f-0242ac1c000c,Instituto Cándido Carvajal,cándido.carvajal@hotmail.com,964661878,Quae nobis vel quae dolore laudantium harum quidem.,Activo,Rural
4a1cd30e-74f4-11ed-be5f-0242ac1c000c,Instituto Modesta Alcalde,modesta.alcalde@hotmail.com,994043804,Sed dolore maxime officia. Incidunt ut beatae beatae expedita consequuntur eos.,Inactivo,Urbano
4a1cd386-74f4-11ed-be5f-0242ac1c000c,Universidad Eliseo Almeida,eliseo.almeida@hotmail.com,936387785,Quisquam consectetur eum rem. Quibusdam sit veniam nihil amet et tempore. Aut a dolor.,Inactivo,Urbano
4a1cd444-74f4-11ed-be5f-0242ac1c000c,Universidad Azeneth Oliver,azeneth.oliver@hotmail.com,919673401,Tempore voluptates voluptates rem earum illum. Quo assumenda tempore libero. Id ab maxime fuga exercitationem ab vero.,Inactivo,Rural
4a1cd4d0-74f4-11ed-be5f-0242ac1c000c,Universidad Reyna Montalbán,reyna.montalbán@hotmail.com,909165502,Veritatis labore rem illum minus architecto rem incidunt. Voluptatum omnis sunt. Cumque ipsum exercitationem ut nemo pariatur. Quasi voluptatem ipsum perferendis illo.,Inactivo,Rural
4a1cd552-74f4-11ed-be5f-0242ac1c000c,Universidad Maricruz Beltrán,maricruz.beltrán@hotmail.com,980757291,Maxime tenetur iure quidem deserunt. Culpa autem voluptate eaque dolorum labore dignissimos deleniti.,Inactivo,Urbano
4a1cd5d4-74f4-11ed-be5f-0242ac1c000c,Universidad Prudencia Salamanca,prudencia.salamanca@hotmail.com,943325066,Quasi earum quod magni similique excepturi sed. Quidem est nisi dolorum molestias.,Activo,Rural
4a1cd656-74f4-11ed-be5f-0242ac1c000c,Universidad Glauco Casals,glauco.casals@hotmail.com,945919011,Veniam iure facere quos perferendis. Est officia necessitatibus omnis dolorem nesciunt. Hic architecto eaque molestias.,Inactivo,Rural
4a1cd6e2-74f4-11ed-be5f-0242ac1c000c,Universidad Roberta Pizarro,roberta.pizarro@hotmail.com,954903164,Sequi aperiam eaque fugiat cumque dolor. Est est dolor illum nihil. Sunt minus nesciunt ipsam velit. Perspiciatis facere cum officiis aliquid culpa.,Inactivo,Rural
4a1cd782-74f4-11ed-be5f-0242ac1c000c,Universidad Amalia Morán,amalia.morán@hotmail.com,999904223,Voluptatum beatae temporibus sunt natus doloribus. Consequuntur aspernatur ipsam quo veritatis.,Activo,Urbano
4a1cd804-74f4-11ed-be5f-0242ac1c000c,Instituto Miguela Luz,miguela.luz@hotmail.com,976846782,Necessitatibus amet voluptas atque molestiae debitis cumque. Iste ea rerum. Ipsa perferendis totam tempora. Fugiat earum debitis quibusdam.,Inactivo,Urbano
4a1cd886-74f4-11ed-be5f-0242ac1c000c,Instituto Roberto Roselló,roberto.roselló@hotmail.com,935294874,Placeat illum laboriosam doloribus. Placeat velit illum. Fuga repudiandae quod quas numquam.,Activo,Urbano
4a1cd8f4-74f4-11ed-be5f-0242ac1c000c,Instituto Leoncio Arellano,leoncio.arellano@hotmail.com,935607346,Libero fuga odit. Temporibus totam a quis. Aut doloribus quidem tempora tempora.,Inactivo,Rural
4a1cd962-74f4-11ed-be5f-0242ac1c000c,Instituto Fanny Noriega,fanny.noriega@hotmail.com,973475317,Recusandae dicta eos numquam esse. Perferendis aut recusandae dignissimos.,Inactivo,Urbano
4a1cde4e-74f4-11ed-be5f-0242ac1c000c,Instituto Emelina Rosselló,emelina.rosselló@hotmail.com,904339385,At quae quo tempore. Necessitatibus quisquam ratione dolorem.,Inactivo,Rural
4a1cdf20-74f4-11ed-be5f-0242ac1c000c,Instituto Lucio Carrera,lucio.carrera@hotmail.com,966517190,Atque totam dolor praesentium sequi. Iste dignissimos laboriosam deserunt deleniti temporibus. Omnis odit odio soluta. Consequuntur vel numquam repudiandae asperiores consequatur nisi sit.,Inactivo,Urbano
4a1cdfb6-74f4-11ed-be5f-0242ac1c000c,Universidad José María Beltran,josé maría.beltran@hotmail.com,911561578,Quae itaque maxime aspernatur. Laboriosam corporis consectetur suscipit labore distinctio numquam.,Inactivo,Urbano
4a1ce1aa-74f4-11ed-be5f-0242ac1c000c,Instituto Nacio Montesinos,nacio.montesinos@hotmail.com,938295077,Ullam quidem debitis cumque repellendus accusamus id autem. Omnis consequuntur voluptate sapiente totam. Recusandae sint tenetur dicta quae similique.,Activo,Rural
4a1ce24a-74f4-11ed-be5f-0242ac1c000c,Instituto Lalo Valderrama,lalo.valderrama@hotmail.com,935507649,Fugiat recusandae ratione facilis facilis.,Activo,Rural
4a1ce2d6-74f4-11ed-be5f-0242ac1c000c,Instituto Ana Sofía Fortuny,ana sofía.fortuny@hotmail.com,997721354,Veritatis sapiente numquam repellat architecto. Quis blanditiis tempore debitis. Sunt eveniet aliquid similique. Eos repellat voluptatibus porro ipsa.,Inactivo,Rural
4a1ce394-74f4-11ed-be5f-0242ac1c000c,Instituto Florencio Maestre,florencio.maestre@hotmail.com,922222196,Unde consectetur quae. Aut labore molestias consequatur porro blanditiis distinctio. Pariatur rerum qui officiis voluptatum blanditiis.,Activo,Urbano
4a1ce42a-74f4-11ed-be5f-0242ac1c000c,Instituto Juanita Alfonso,juanita.alfonso@hotmail.com,917876592,Asperiores distinctio architecto eveniet impedit nisi quas. Modi quas fugiat necessitatibus officia ea.,Inactivo,Urbano
4a1ce4b6-74f4-11ed-be5f-0242ac1c000c,Universidad Santiago Cerdán,santiago.cerdán@hotmail.com,912660008,Maiores sapiente ipsa sequi accusantium voluptas. Possimus ad eligendi deserunt consequuntur doloremque porro. Explicabo ratione sequi nam laborum explicabo. Deleniti iste consequatur itaque inventore enim.,Activo,Rural
4a1ce542-74f4-11ed-be5f-0242ac1c000c,Instituto Leoncio Montero,leoncio.montero@hotmail.com,965729744,Inventore aperiam velit quo voluptas quia. Fugit vitae voluptate perferendis. Perferendis repudiandae architecto ab laborum magni illum.,Inactivo,Urbano
4a1ce5c4-74f4-11ed-be5f-0242ac1c000c,Instituto Fabiola Toro,fabiola.toro@hotmail.com,960738900,Ipsa accusantium provident ipsum perspiciatis. Possimus nostrum voluptatem sapiente. Rem iusto nam beatae at labore exercitationem dolor.,Activo,Urbano
4a1ce650-74f4-11ed-be5f-0242ac1c000c,Universidad Fabián Benito,fabián.benito@hotmail.com,966895458,Repellat quas reprehenderit facere accusamus. Nobis earum eius doloribus animi. Nobis cumque aliquid omnis delectus quas modi.,Inactivo,Urbano
4a1ce6d2-74f4-11ed-be5f-0242ac1c000c,Instituto Emma Diaz,emma.diaz@hotmail.com,948318941,Praesentium quibusdam tempore tenetur. Numquam aliquam magni tempora ad assumenda. Corrupti impedit qui blanditiis modi.,Inactivo,Rural
4a1ce768-74f4-11ed-be5f-0242ac1c000c,Universidad Pedro Bertrán,pedro.bertrán@hotmail.com,919891708,Fugiat eaque tenetur fugit possimus dolorum delectus. Neque tenetur aspernatur corrupti. Accusantium animi fuga dolor.,Activo,Urbano
4a1ce81c-74f4-11ed-be5f-0242ac1c000c,Universidad Adalberto Vilanova,adalberto.vilanova@hotmail.com,923114583,Veritatis reiciendis provident deleniti nesciunt. In dicta labore.,Inactivo,Rural
4a1ce8b2-74f4-11ed-be5f-0242ac1c000c,Instituto Benita Alegre,benita.alegre@hotmail.com,928989886,Aperiam maiores placeat eos omnis. Consequuntur eaque necessitatibus rem. Quos eaque saepe aliquid nisi.,Activo,Urbano
4a1ce93e-74f4-11ed-be5f-0242ac1c000c,Instituto Andrés Felipe Maza,andrés felipe.maza@hotmail.com,914482164,Delectus quae optio autem eius. Occaecati perferendis atque doloremque quo voluptate.,Activo,Rural
4a1ce9c0-74f4-11ed-be5f-0242ac1c000c,Universidad Maximiano Ballesteros,maximiano.ballesteros@hotmail.com,955142044,Aperiam consectetur dolore magnam velit dolorem nostrum fugiat. Non illo sequi iste culpa iste omnis. Doloribus nobis mollitia ut provident sapiente. Odio voluptas quo mollitia debitis.,Inactivo,Urbano
4a1cea4c-74f4-11ed-be5f-0242ac1c000c,Instituto Norberto Mendez,norberto.mendez@hotmail.com,994154216,Illum consequatur sunt maiores quam exercitationem. Repudiandae voluptatem ex beatae sunt error. Praesentium mollitia recusandae dolore aut reprehenderit numquam.,Activo,Rural
4a1ceace-74f4-11ed-be5f-0242ac1c000c,Instituto Evita Noguera,evita.noguera@hotmail.com,968543987,Consequatur architecto modi quaerat porro facilis voluptates. Esse quidem deserunt ratione dignissimos. Sequi quis consequatur.,Activo,Rural
4a1ceb46-74f4-11ed-be5f-0242ac1c000c,Instituto Demetrio Iniesta,demetrio.iniesta@hotmail.com,963537840,Ab est dolorum fugiat laudantium.,Inactivo,Rural
4a1cebb4-74f4-11ed-be5f-0242ac1c000c,Instituto Teófilo Cano,teófilo.cano@hotmail.com,988260237,Expedita nesciunt quo veniam incidunt ipsa exercitationem fugit. Temporibus facere possimus molestiae voluptate voluptatibus.,Activo,Urbano
4a1cec22-74f4-11ed-be5f-0242ac1c000c,Instituto Eli Cañas,eli.cañas@hotmail.com,932163915,Illo ducimus officia quibusdam sit. Reprehenderit provident iure dignissimos nulla vitae.,Activo,Urbano
4a1cecc2-74f4-11ed-be5f-0242ac1c000c,Universidad Hernando Villanueva,hernando.villanueva@hotmail.com,960967447,Explicabo maiores occaecati debitis.,Activo,Rural
4a1ced3a-74f4-11ed-be5f-0242ac1c000c,Universidad Aristides Fabregat,aristides.fabregat@hotmail.com,973477817,Cupiditate nostrum natus dolorem veniam in. Similique minima accusamus quidem. Quisquam beatae occaecati nam.,Inactivo,Urbano
4a1cedbc-74f4-11ed-be5f-0242ac1c000c,Instituto Samu Guijarro,samu.guijarro@hotmail.com,986114436,Non esse nisi cumque aliquam aut ut. Eum magnam ratione reprehenderit cupiditate velit explicabo. Corporis neque pariatur ipsa.,Activo,Rural
4a1cee3e-74f4-11ed-be5f-0242ac1c000c,Instituto Yéssica Soriano,yéssica.soriano@hotmail.com,964337308,Exercitationem sunt assumenda consectetur assumenda eos. Eius blanditiis minima dolore debitis. Distinctio iusto a iure impedit delectus nemo vero.,Activo,Urbano
4a1ceeb6-74f4-11ed-be5f-0242ac1c000c,Instituto Bernardo Cabrero,bernardo.cabrero@hotmail.com,975848955,Est ab laborum vel. Hic ab nam sint minus.,Inactivo,Rural
4a1cef2e-74f4-11ed-be5f-0242ac1c000c,Universidad Virginia Francisco,virginia.francisco@hotmail.com,963292429,Cumque quo quia. Perspiciatis maiores incidunt numquam unde alias hic. Et voluptates perspiciatis.,Inactivo,Urbano
4a1cefa6-74f4-11ed-be5f-0242ac1c000c,Universidad Fausto Guardia,fausto.guardia@hotmail.com,918328743,Hic culpa nulla sint rerum animi perferendis. Culpa expedita vero iste doloribus soluta nesciunt.,Inactivo,Urbano
4a1cf01e-74f4-11ed-be5f-0242ac1c000c,Universidad Tadeo Vara,tadeo.vara@hotmail.com,996509037,Quas quae nulla aliquid voluptate quos velit. Omnis quod assumenda sapiente quidem vitae.,Activo,Rural
4a1cf096-74f4-11ed-be5f-0242ac1c000c,Universidad Marcio Ibarra,marcio.ibarra@hotmail.com,984672443,Debitis tempora reiciendis. Quidem doloribus voluptate possimus enim fugit vero.,Inactivo,Urbano
4a1cf118-74f4-11ed-be5f-0242ac1c000c,Universidad María Dolores Casal,maría dolores.casal@hotmail.com,989763172,Molestiae blanditiis odio culpa nulla. Incidunt inventore commodi eaque esse exercitationem assumenda.,Activo,Rural
4a1cf186-74f4-11ed-be5f-0242ac1c000c,Instituto Haydée Bello,haydée.bello@hotmail.com,958640266,Dolore eos optio enim labore quisquam. Repellat ex ea eligendi.,Inactivo,Rural
4a1cf208-74f4-11ed-be5f-0242ac1c000c,Universidad Milagros Peña,milagros.peña@hotmail.com,967097083,Voluptatem optio dolores blanditiis ratione dolorum. Fugit laborum corrupti atque ipsam optio aliquam. Veniam sed ab.,Inactivo,Rural
4a1cf28a-74f4-11ed-be5f-0242ac1c000c,Universidad Teófilo Lillo,teófilo.lillo@hotmail.com,908322691,Fugiat impedit sint repudiandae maiores rerum id aut. Voluptate qui eaque ipsam pariatur maiores. Hic debitis harum doloremque temporibus nam.,Inactivo,Rural
4a1cf30c-74f4-11ed-be5f-0242ac1c000c,Universidad Anita Bayón,anita.bayón@hotmail.com,965114315,Optio soluta cum temporibus unde. Tempore sed porro. Aspernatur mollitia quae similique aperiam commodi. Et iusto exercitationem hic nobis nostrum.,Activo,Urbano
4a1cf398-74f4-11ed-be5f-0242ac1c000c,Universidad Anselma Llorens,anselma.llorens@hotmail.com,908451583,Libero eum et. At ad dolores labore culpa modi laudantium labore. Culpa quam numquam inventore minima praesentium nihil a.,Activo,Rural
4a1cf46a-74f4-11ed-be5f-0242ac1c000c,Universidad Mayte Pereira,mayte.pereira@hotmail.com,912970955,Perspiciatis doloribus ad autem laudantium. Voluptatem accusamus eveniet placeat animi hic.,Activo,Rural
4a1cf4ec-74f4-11ed-be5f-0242ac1c000c,Instituto Asunción Serna,asunción.serna@hotmail.com,906400319,Eius modi unde laudantium. Quo ad nisi dolorum eius hic. Sit consectetur soluta incidunt illum. Magnam consequuntur ad dignissimos qui.,Inactivo,Rural
4a1cf596-74f4-11ed-be5f-0242ac1c000c,Instituto Virgilio López,virgilio.lópez@hotmail.com,979598132,Odio quaerat asperiores numquam corporis omnis. Nobis quia natus ullam delectus. Enim eligendi assumenda consequuntur ex unde.,Activo,Rural
4a1cf62c-74f4-11ed-be5f-0242ac1c000c,Universidad Purificación Font,purificación.font@hotmail.com,976096073,Delectus natus ratione delectus harum officiis. Delectus soluta occaecati voluptate expedita.,Activo,Rural
4a1cf6b8-74f4-11ed-be5f-0242ac1c000c,Instituto Valeria Sanchez,valeria.sanchez@hotmail.com,962815169,Nostrum ex beatae. Soluta tempore aperiam id voluptatibus reiciendis.,Inactivo,Urbano
4a1cf73a-74f4-11ed-be5f-0242ac1c000c,Universidad Imelda Calzada,imelda.calzada@hotmail.com,980434273,Distinctio quod veniam provident aliquam est. Sequi tempora assumenda nulla eius. Iure hic natus cumque nostrum dicta maiores.,Inactivo,Urbano
4a1cf7b2-74f4-11ed-be5f-0242ac1c000c,Instituto Berta Bauzà,berta.bauzà@hotmail.com,925038210,Doloribus sunt voluptas laboriosam impedit magnam. Adipisci aliquid nostrum ducimus adipisci libero. Suscipit quos quos alias autem qui.,Inactivo,Urbano
4a1cf82a-74f4-11ed-be5f-0242ac1c000c,Instituto Adolfo Barberá,adolfo.barberá@hotmail.com,946650675,Error quod corrupti numquam eaque aperiam.,Inactivo,Urbano
4a1cf8a2-74f4-11ed-be5f-0242ac1c000c,Instituto Florentino Rubio,florentino.rubio@hotmail.com,972401769,Dicta iure nisi ipsa magnam. Doloribus eos earum iste est perspiciatis. Aliquam dolores ut aliquid earum perspiciatis.,Inactivo,Rural
4a1cf938-74f4-11ed-be5f-0242ac1c000c,Universidad Néstor Vigil,néstor.vigil@hotmail.com,982528935,Iure blanditiis minus quaerat earum facere voluptas. Saepe tempora necessitatibus quae veritatis distinctio ipsum odio. Ex ipsum autem ipsum ea. Ipsum voluptatum facere vitae iure doloremque laboriosam corrupti.,Activo,Rural
4a1cf9ce-74f4-11ed-be5f-0242ac1c000c,Instituto Lidia Segovia,lidia.segovia@hotmail.com,935235938,Aperiam sequi neque. Sapiente mollitia minima. Numquam modi quasi.,Inactivo,Urbano
4a1cfa78-74f4-11ed-be5f-0242ac1c000c,Instituto Emigdio Aguiló,emigdio.aguiló@hotmail.com,997406418,Quibusdam consequuntur quam occaecati ducimus quia. Vel quae assumenda eaque ipsum vel ipsam.,Inactivo,Urbano
4a1cfb0e-74f4-11ed-be5f-0242ac1c000c,Instituto Carlos Arnaiz,carlos.arnaiz@hotmail.com,980492919,Tenetur amet esse odit eaque assumenda.,Activo,Urbano
4a1cfba4-74f4-11ed-be5f-0242ac1c000c,Instituto Lázaro Soto,lázaro.soto@hotmail.com,970363794,Quia odit aperiam harum eligendi. Maxime dolorum corporis est nostrum repellat incidunt. Totam hic quis optio.,Activo,Urbano
4a1cfc30-74f4-11ed-be5f-0242ac1c000c,Instituto Asdrubal Moraleda,asdrubal.moraleda@hotmail.com,907739522,Illum suscipit aspernatur at. Voluptate expedita exercitationem.,Inactivo,Rural
4a1cfca8-74f4-11ed-be5f-0242ac1c000c,Universidad Tecla Nogueira,tecla.nogueira@hotmail.com,965215845,Dolore eligendi neque iusto aut occaecati. Dolorum ipsam odit architecto sit nobis. Incidunt perferendis inventore blanditiis adipisci.,Activo,Rural
4a1cfd3e-74f4-11ed-be5f-0242ac1c000c,Universidad Che Goñi,che.goñi@hotmail.com,997546372,Harum molestias minima nostrum. Minus ullam quisquam dicta aliquam. Asperiores magnam ut recusandae odit consequatur magnam.,Inactivo,Rural
4a1cfdc0-74f4-11ed-be5f-0242ac1c000c,Universidad Gala Pazos,gala.pazos@hotmail.com,945179453,Magni blanditiis vel quisquam. Nemo similique sint incidunt perferendis amet numquam. Voluptate cum cumque cum porro enim.,Inactivo,Urbano
4a1cfe42-74f4-11ed-be5f-0242ac1c000c,Instituto Eric Anglada,eric.anglada@hotmail.com,974157502,Voluptate totam qui. Commodi recusandae quos expedita officia officia. Voluptate cupiditate consequatur fugit.,Inactivo,Rural
4a1cfeec-74f4-11ed-be5f-0242ac1c000c,Universidad Bernardo Feliu,bernardo.feliu@hotmail.com,963663254,Voluptate quod dolorum dolorem fuga. Error corrupti molestiae.,Activo,Rural
4a1cffb4-74f4-11ed-be5f-0242ac1c000c,Universidad Caridad Solana,caridad.solana@hotmail.com,968247226,Voluptate corrupti quaerat quo architecto debitis quam. Quas modi est nemo repellat modi.,Inactivo,Urbano
4a1d0036-74f4-11ed-be5f-0242ac1c000c,Instituto Edu Bermudez,edu.bermudez@hotmail.com,998473282,In aspernatur quaerat nisi sapiente quos neque. Eos sunt laboriosam adipisci.,Activo,Urbano
4a1d00ae-74f4-11ed-be5f-0242ac1c000c,Instituto Aarón Nicolás,aarón.nicolás@hotmail.com,901479127,Molestiae earum officia quis neque reprehenderit illo. Qui pariatur aliquam ex quia a.,Activo,Urbano
4a1d0130-74f4-11ed-be5f-0242ac1c000c,Instituto Juana Raya,juana.raya@hotmail.com,995950787,Veniam numquam illo a mollitia porro. Ut eligendi nulla similique mollitia exercitationem tenetur.,Activo,Rural
4a1d01a8-74f4-11ed-be5f-0242ac1c000c,Instituto Cecilia Martínez,cecilia.martínez@hotmail.com,923364490,Quisquam necessitatibus quia natus possimus. Excepturi voluptatum fuga sequi commodi.,Activo,Urbano
4a1d0220-74f4-11ed-be5f-0242ac1c000c,Instituto Jeremías Gallo,jeremías.gallo@hotmail.com,954789388,Laborum nesciunt et accusamus corporis earum vero. Nihil minus alias aut quidem alias. At eligendi non odio minima.,Inactivo,Rural
4a1d02a2-74f4-11ed-be5f-0242ac1c000c,Universidad Jacinto Casas,jacinto.casas@hotmail.com,959029803,Qui tempore ex dicta. Repudiandae nisi quasi. Sunt hic officia vitae. Quia rerum dolorem dolor nesciunt.,Activo,Rural
4a1d031a-74f4-11ed-be5f-0242ac1c000c,Universidad Paca Crespo,paca.crespo@hotmail.com,977188390,Ea atque aut sunt quae cumque laborum sequi. Delectus numquam possimus adipisci nemo iusto. Sed doloremque libero necessitatibus atque voluptatem repellendus.,Inactivo,Rural
4a1d0388-74f4-11ed-be5f-0242ac1c000c,Instituto Isidro Osorio,isidro.osorio@hotmail.com,949663326,Aliquam repellendus quis. Aliquid inventore aut reiciendis dolores commodi ut molestiae. Ducimus vitae optio ea.,Activo,Urbano
4a1d0400-74f4-11ed-be5f-0242ac1c000c,Instituto Morena Boada,morena.boada@hotmail.com,953415732,Voluptatibus nobis quasi quasi vitae impedit quia.,Activo,Rural
4a1d0478-74f4-11ed-be5f-0242ac1c000c,Universidad Federico Vizcaíno,federico.vizcaíno@hotmail.com,927654512,Ullam numquam natus illum corrupti voluptas quas ipsa. Iste magni quod assumenda magni molestiae.,Activo,Urbano
4a1d0504-74f4-11ed-be5f-0242ac1c000c,Instituto Andrés Felipe Guzman,andrés felipe.guzman@hotmail.com,981325460,Placeat aperiam atque ad totam impedit eveniet. Adipisci maiores consectetur accusamus facere. Illo totam perspiciatis numquam magni aperiam necessitatibus voluptate.,Activo,Urbano
