VarIdentificadorParametros,VarAccionAfirSocioecoParametros,VarAccionAfirTerriParametros,VarAccionAfirRuralParametros,VarAccionAfirVulneraParametros,VarAccionAfirPueblosNacionParametros,VarCuposOfertaCarParametros,DtCuposOfertaCarParametros,VarNotaReferCarParametros
0ab21316-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,27,12/8/2022,825
0ab21370-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,4,9/6/2022,865
0ab213ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,6,7/10/2022,866
0ab2142e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,28,16/5/2022,748
0ab21488-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,37,20/11/2022,997
0ab214e2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,34,7/11/2022,805
0ab2153c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,33,28/5/2022,743
0ab21596-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,25,23/5/2022,971
0ab215fa-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,23,7/5/2022,782
0ab21654-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,31,1/8/2022,768
0ab216ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,46,7/8/2022,871
0ab217bc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,8,3/6/2022,734
0ab21816-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,22,9/5/2022,831
0ab21884-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,46,19/10/2022,777
0ab218de-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,7,19/9/2022,860
0ab21942-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,40,28/11/2022,906
0ab219a6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,1,18/10/2022,849
0ab21a0a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,6,28/5/2022,923
0ab21a6e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,33,25/10/2022,940
0ab21ac8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,21,10/8/2022,704
0ab21b2c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,10,22/11/2022,833
0ab21b90-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,24,25/5/2022,892
0ab21bf4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,23,4/9/2022,780
0ab21c62-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,37,5/5/2022,991
0ab21cd0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,42,13/8/2022,737
0ab21d34-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,4,4/11/2022,736
0ab21d98-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,42,25/9/2022,967
0ab21dfc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,10,3/9/2022,841
0ab21ed8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,48,23/10/2022,777
0ab21f82-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,16,1/9/2022,702
0ab22022-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,24,15/6/2022,822
0ab220ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,19,1/9/2022,821
0ab22158-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,40,24/6/2022,797
0ab221ee-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,8,26/11/2022,975
0ab22284-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,0,1/11/2022,836
0ab22324-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,34,28/10/2022,908
0ab22482-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,35,30/10/2022,806
0ab22518-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,16,6/6/2022,814
0ab225a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,42,8/7/2022,834
0ab2263a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,29,9/5/2022,979
0ab226c6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,14,5/11/2022,733
0ab2275c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,36,31/5/2022,794
0ab2289c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,23,13/5/2022,990
0ab2293c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,28,28/6/2022,790
0ab229dc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,44,25/8/2022,779
0ab22a7c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,1,20/7/2022,913
0ab22b12-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,50,5/9/2022,945
0ab22ba8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,26,9/9/2022,747
0ab22c3e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,25,7/9/2022,720
0ab22d42-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,35,16/5/2022,890
0ab22dba-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,35,13/11/2022,707
0ab22e14-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,4,5/9/2022,985
0ab22e78-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,37,3/8/2022,991
0ab22edc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,1,18/6/2022,811
0ab22f4a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,49,20/6/2022,748
0ab22fd6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,10,10/11/2022,903
0ab2306c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,28,9/11/2022,714
0ab23102-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,28,12/10/2022,802
0ab23166-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,8,14/10/2022,952
0ab231ca-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,10,12/9/2022,760
0ab2322e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,29,26/8/2022,841
0ab232ba-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,20,22/6/2022,721
0ab2331e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,15,13/7/2022,807
0ab23378-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,4,11/11/2022,726
0ab233dc-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,14,19/7/2022,980
0ab23468-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,22,6/11/2022,895
0ab234cc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,19,10/6/2022,811
0ab23530-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,42,9/8/2022,717
0ab23594-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,19,1/8/2022,997
0ab235f8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,4,19/9/2022,747
0ab23652-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,2,23/7/2022,977
0ab236de-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,12,7/9/2022,732
0ab23742-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,26,8/9/2022,845
0ab237a6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,21,2/7/2022,899
0ab2380a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,46,12/5/2022,958
0ab2386e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,1,25/8/2022,786
0ab238d2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,27,23/7/2022,880
0ab23936-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,25,9/10/2022,725
0ab23990-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,6,8/11/2022,833
0ab239f4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,20,1/7/2022,949
0ab23a58-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,2,13/9/2022,729
0ab23ac6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,22,24/10/2022,733
0ab23ba2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,10,8/11/2022,763
0ab23c4c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,19,11/5/2022,771
0ab23ce2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,4,30/7/2022,834
0ab23d78-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,4,24/11/2022,972
0ab23e18-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,45,2/10/2022,864
0ab23eae-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,1,1/5/2022,856
0ab23f44-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,26,24/7/2022,982
0ab23fe4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,14,8/10/2022,782
0ab2412e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,33,24/8/2022,799
0ab241e2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,49,7/10/2022,809
0ab24296-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,36,28/9/2022,994
0ab24368-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,28,6/5/2022,941
0ab244bc-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,12,10/9/2022,747
0ab24566-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,31,24/10/2022,960
0ab2461a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,30,17/5/2022,901
0ab246b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,36,13/5/2022,744
0ab2471e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,46,12/6/2022,951
0ab2478c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,28,22/5/2022,848
0ab247f0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,47,7/11/2022,761
0ab24868-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,8,1/5/2022,757
0ab24912-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,6,30/7/2022,987
0ab249bc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,49,14/7/2022,833
0ab24b10-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,19,1/8/2022,886
0ab24b7e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,5,29/11/2022,957
0ab24bec-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,32,17/11/2022,891
0ab24c78-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,27,12/5/2022,762
0ab24ce6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,17,1/10/2022,789
0ab24d54-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,26,13/5/2022,952
0ab24dd6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,34,21/5/2022,710
0ab24e3a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,3,22/10/2022,783
0ab24ea8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Falso,10,5/9/2022,797
0ab24f0c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,1,2/10/2022,807
0ab24f7a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,18,28/6/2022,946
0ab24fde-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,21,6/10/2022,963
0ab2504c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,3,13/6/2022,900
0ab250b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,29,11/9/2022,882
0ab25114-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,18,31/8/2022,862
0ab25182-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,28,20/8/2022,851
0ab251e6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,6,4/7/2022,908
0ab25254-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,8,1/10/2022,858
0ab25344-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,44,1/5/2022,945
0ab253f8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,47,17/8/2022,769
0ab254a2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,16,23/8/2022,885
0ab25510-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,46,4/8/2022,915
0ab25574-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,4,14/9/2022,706
0ab255ec-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,0,15/9/2022,713
0ab2565a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,8,17/7/2022,946
0ab256be-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,32,13/11/2022,839
0ab25722-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,0,2/11/2022,962
0ab25790-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,22,7/10/2022,936
0ab257f4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,50,22/7/2022,813
0ab25862-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,39,2/11/2022,789
0ab258c6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,6,20/11/2022,766
0ab25934-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,50,26/10/2022,842
0ab25998-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,8,4/11/2022,934
0ab25a06-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,11,5/11/2022,877
0ab25a6a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,46,15/5/2022,784
0ab25ace-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,45,31/8/2022,807
0ab25b3c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,7,16/9/2022,805
0ab25ba0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,47,26/6/2022,759
0ab25c9a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,46,3/6/2022,902
0ab25d44-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,48,16/6/2022,877
0ab25e02-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,44,27/7/2022,783
0ab25ea2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,41,19/10/2022,803
0ab25f4c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,10,29/5/2022,940
0ab25fec-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,5,8/7/2022,794
0ab2608c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,37,22/8/2022,792
0ab2612c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,24,15/6/2022,849
0ab261d6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,25,22/8/2022,711
0ab26280-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,37,19/11/2022,830
0ab26320-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Falso,9,6/8/2022,973
0ab263ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,4,10/10/2022,933
0ab2646a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,24,24/5/2022,776
0ab26514-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,19,28/8/2022,708
0ab265b4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,26,13/5/2022,1000
0ab2665e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,11,27/11/2022,873
0ab266fe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,25,3/7/2022,944
0ab26794-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,24,16/9/2022,999
0ab2683e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,29,7/8/2022,976
0ab26906-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,44,6/5/2022,939
0ab2699c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,23,22/5/2022,764
0ab26a00-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,28,7/8/2022,840
0ab26a6e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,40,10/7/2022,853
0ab26ad2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,29,22/5/2022,821
0ab26b36-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,46,19/8/2022,789
0ab26bb8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,32,7/5/2022,975
0ab26c58-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,5,3/7/2022,982
0ab26d02-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,39,19/5/2022,944
0ab26d84-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,46,6/7/2022,942
0ab26df2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,28,17/8/2022,897
0ab26e56-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,22,25/10/2022,837
0ab26ec4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,24,8/9/2022,857
0ab26faa-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,4,16/10/2022,866
0ab27040-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,27,16/10/2022,706
0ab270e0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,13,1/5/2022,763
0ab2719e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,8,12/9/2022,822
0ab27220-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,32,29/9/2022,862
0ab272f2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,44,22/8/2022,748
0ab2737e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,5,19/9/2022,822
0ab27414-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,35,1/8/2022,952
0ab27496-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,48,7/9/2022,910
0ab27522-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,46,6/7/2022,925
0ab275a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,42,8/11/2022,833
0ab275fe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,32,12/7/2022,794
0ab27662-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,24,28/11/2022,970
0ab27716-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,30,2/11/2022,937
0ab277a2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,6,12/9/2022,883
0ab27824-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,44,5/10/2022,933
0ab278a6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,31,22/6/2022,744
0ab27946-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,33,9/11/2022,989
0ab279be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,33,15/9/2022,866
0ab27f4a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,8,8/7/2022,719
0ab27fea-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,9,5/5/2022,899
0ab28058-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,10,5/10/2022,989
0ab280e4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,15,4/11/2022,863
0ab2817a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,27,5/7/2022,917
0ab281f2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,25,7/11/2022,865
0ab28274-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,41,27/5/2022,714
0ab282f6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,6,11/6/2022,919
0ab28364-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,34,16/7/2022,852
0ab283dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,0,30/7/2022,836
0ab28468-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,18,20/5/2022,847
0ab284f4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,45,31/10/2022,816
0ab28576-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,39,24/6/2022,880
0ab28602-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,42,18/5/2022,772
0ab2871a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,28,4/5/2022,857
0ab287b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,28,9/6/2022,939
0ab2883c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,2,12/7/2022,780
0ab288d2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,7,9/5/2022,706
0ab2895e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,17,17/10/2022,902
0ab289ea-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,12,17/8/2022,757
0ab28a76-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,5,13/7/2022,958
0ab28b02-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,14,17/11/2022,724
0ab28b98-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,1,2/7/2022,898
0ab28c2e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,4,4/7/2022,979
0ab28cba-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,47,18/9/2022,937
0ab28d50-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,14,22/5/2022,958
0ab28de6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,49,6/6/2022,770
0ab28e72-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,43,27/11/2022,997
0ab28f08-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,17,13/7/2022,840
0ab28f8a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,49,29/5/2022,756
0ab2900c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,13,31/5/2022,961
0ab2908e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,28,15/9/2022,984
0ab29106-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,26,19/7/2022,823
0ab29246-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,41,9/5/2022,917
