VarIdentificadorSedes,VarNombreSedes,VarDescripcionSedes,NbrTelefonoSedes,VarEstadoSedes,VarIdentificadorProvincia,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorInstitucionEducativa
ff185d12-99c7-11ed-83a5-0242ac1c000c,EXTENSION - ESMERALDAS,Nobis minus veniam. Necessitatibus dolores nobis tempora dolorem.,984223091,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f1830-74f7-11ed-a487-0242ac1c000c,8c055db0-74f7-11ed-884d-0242ac1c000c,4a1a38b0-74f4-11ed-be5f-0242ac1c000c
ff185d9e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CAMPUS CENTRAL,Non minima ab expedita dignissimos vel vel. Non cupiditate repellat voluptates blanditiis consequuntur.,939708656,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f18da-74f7-11ed-a487-0242ac1c000c,8c055e1e-74f7-11ed-884d-0242ac1c000c,4a1a3932-74f4-11ed-be5f-0242ac1c000c
ff185e20-99c7-11ed-83a5-0242ac1c000c,SEDE - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Aliquam eligendi voluptates explicabo iusto. Neque ducimus quis vel quo libero. Vel architecto iure officiis voluptatum.,975403137,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f197a-74f7-11ed-a487-0242ac1c000c,8c055e82-74f7-11ed-884d-0242ac1c000c,4a1a39c8-74f4-11ed-be5f-0242ac1c000c
ff185ea2-99c7-11ed-83a5-0242ac1c000c,SEDE - SANTO DOMINGO DE LOS TSACHILAS,Voluptate eos omnis odio aspernatur. Perferendis molestias quae non natus consequatur. Delectus ipsam veniam veritatis neque ipsum.,926299207,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f1a1a-74f7-11ed-a487-0242ac1c000c,8c055edc-74f7-11ed-884d-0242ac1c000c,4a1a3a9a-74f4-11ed-be5f-0242ac1c000c
ff185f38-99c7-11ed-83a5-0242ac1c000c,SEDE - ESMERALDAS,Architecto quae voluptate. Nihil quaerat quasi aliquid. Culpa molestiae voluptatem excepturi nesciunt.,995486456,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f1aec-74f7-11ed-a487-0242ac1c000c,8c055f36-74f7-11ed-884d-0242ac1c000c,4a1a3b30-74f4-11ed-be5f-0242ac1c000c
ff185fc4-99c7-11ed-83a5-0242ac1c000c,PORTOVIEJO SEDE,Aut corporis praesentium architecto quo deserunt ducimus iste. Velit maxime laudantium amet.,917169332,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359f1b96-74f7-11ed-a487-0242ac1c000c,8c055f9a-74f7-11ed-884d-0242ac1c000c,4a1a3bbc-74f4-11ed-be5f-0242ac1c000c
ff186050-99c7-11ed-83a5-0242ac1c000c,EXTENSION - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Tempora ab voluptate qui deleniti dolor hic. Eius fuga harum accusamus modi. Nemo facere eligendi itaque.,954261937,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359f1c36-74f7-11ed-a487-0242ac1c000c,8c055ffe-74f7-11ed-884d-0242ac1c000c,4a1a3c34-74f4-11ed-be5f-0242ac1c000c
ff1860d2-99c7-11ed-83a5-0242ac1c000c,EXTENSION - AMBATO,Nam quisquam aspernatur similique ullam. Reprehenderit molestiae vitae nobis voluptatem. Dicta architecto veniam vitae quo sunt dicta.,963837184,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359f1ce0-74f7-11ed-a487-0242ac1c000c,8c056058-74f7-11ed-884d-0242ac1c000c,4a1a3cac-74f4-11ed-be5f-0242ac1c000c
ff18615e-99c7-11ed-83a5-0242ac1c000c,SEDE - MILAGRO,Quod magni rem asperiores sit molestias. Voluptas praesentium nisi maxime voluptatum. Recusandae aspernatur enim dignissimos autem reprehenderit excepturi.,960337483,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359f1d80-74f7-11ed-a487-0242ac1c000c,8c0560bc-74f7-11ed-884d-0242ac1c000c,4a1a3d24-74f4-11ed-be5f-0242ac1c000c
ff1861ea-99c7-11ed-83a5-0242ac1c000c,EXTENSION - MILAGRO,Nisi illum minus cum modi officiis consequuntur. At consequatur dolor cupiditate minus animi. Sint voluptate exercitationem voluptatibus dolorem modi perspiciatis.,963640190,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,359f1e20-74f7-11ed-a487-0242ac1c000c,8c056116-74f7-11ed-884d-0242ac1c000c,4a1a3d9c-74f4-11ed-be5f-0242ac1c000c
ff18626c-99c7-11ed-83a5-0242ac1c000c,EXTENSION - EL TRIUNFO,Non a facere sint molestiae placeat iste. Est voluptatibus officia eos ducimus tempora. Libero facere excepturi laboriosam. In explicabo occaecati at.,955281013,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359f1ec0-74f7-11ed-a487-0242ac1c000c,8c05617a-74f7-11ed-884d-0242ac1c000c,4a1a3e14-74f4-11ed-be5f-0242ac1c000c
ff1862ee-99c7-11ed-83a5-0242ac1c000c,NARANJAL,Repudiandae nobis asperiores cum tempore atque. Libero optio sequi quas. Voluptate voluptatum et veniam.,977353215,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359f1fce-74f7-11ed-a487-0242ac1c000c,8c0561d4-74f7-11ed-884d-0242ac1c000c,4a1a3e96-74f4-11ed-be5f-0242ac1c000c
ff18637a-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LA TRONCAL,Quisquam voluptas impedit commodi soluta neque. Sed ut quaerat dolores autem.,981715169,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359f2078-74f7-11ed-a487-0242ac1c000c,8c056238-74f7-11ed-884d-0242ac1c000c,4a1a3f0e-74f4-11ed-be5f-0242ac1c000c
ff186460-99c7-11ed-83a5-0242ac1c000c,MORONA,Perspiciatis laboriosam deleniti tempora occaecati assumenda. At aut laborum non magni magni maxime blanditiis.,989657662,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359f2118-74f7-11ed-a487-0242ac1c000c,8c056666-74f7-11ed-884d-0242ac1c000c,4a1a3f9a-74f4-11ed-be5f-0242ac1c000c
ff1864ec-99c7-11ed-83a5-0242ac1c000c,EXTENSION - AZOGUES,Laborum perspiciatis eius excepturi. Minus adipisci ducimus eaque.,991495603,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359f21c2-74f7-11ed-a487-0242ac1c000c,8c0566d4-74f7-11ed-884d-0242ac1c000c,4a1a4030-74f4-11ed-be5f-0242ac1c000c
ff186578-99c7-11ed-83a5-0242ac1c000c,AZOGUES MATRIZ,Accusamus repellendus id maiores. Omnis dolor molestiae nemo. Vero id fugit facilis tempora nostrum velit. Doloremque reiciendis voluptate minima corrupti occaecati.,918767338,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f2262-74f7-11ed-a487-0242ac1c000c,8c056738-74f7-11ed-884d-0242ac1c000c,4a1a40bc-74f4-11ed-be5f-0242ac1c000c
ff1865fa-99c7-11ed-83a5-0242ac1c000c,URCUQUI,Occaecati ab iste odio. Ab architecto reiciendis iste delectus officia sequi. Repellat fugiat at sapiente voluptatem ex deserunt.,918496230,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f2302-74f7-11ed-a487-0242ac1c000c,8c056792-74f7-11ed-884d-0242ac1c000c,4a1a4148-74f4-11ed-be5f-0242ac1c000c
ff186686-99c7-11ed-83a5-0242ac1c000c,MATRIZ,Molestiae quod molestiae. Distinctio nam dicta et. Architecto similique eligendi expedita commodi maiores error. Sapiente a rem.,924594070,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f23ac-74f7-11ed-a487-0242ac1c000c,8c0567f6-74f7-11ed-884d-0242ac1c000c,4a1a41c0-74f4-11ed-be5f-0242ac1c000c
ff186712-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LATACUNGA,Eum dolorum dolores doloremque. Ipsam rem quasi. Omnis similique odio blanditiis. Eum minima vitae minima explicabo eius.,920536814,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f2442-74f7-11ed-a487-0242ac1c000c,8c05685a-74f7-11ed-884d-0242ac1c000c,4a1a4242-74f4-11ed-be5f-0242ac1c000c
ff186794-99c7-11ed-83a5-0242ac1c000c,SEDE - LATACUNGA,Provident provident illo ipsam corporis dolores aperiam. Ad tempore adipisci accusantium accusamus voluptatibus.,910372196,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f24e2-74f7-11ed-a487-0242ac1c000c,8c050784-74f7-11ed-884d-0242ac1c000c,4a1a42d8-74f4-11ed-be5f-0242ac1c000c
ff186820-99c7-11ed-83a5-0242ac1c000c,MATRIZ - OTAVALO,Aliquam corrupti officiis corporis.,957429178,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f2582-74f7-11ed-a487-0242ac1c000c,8c050932-74f7-11ed-884d-0242ac1c000c,4a1a4382-74f4-11ed-be5f-0242ac1c000c
ff1868ac-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PASTAZA,Dolor voluptate voluptatem voluptas doloribus ex. Cupiditate iste eligendi sint occaecati aut.,990579521,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f2622-74f7-11ed-a487-0242ac1c000c,8c0509b4-74f7-11ed-884d-0242ac1c000c,4a1a440e-74f4-11ed-be5f-0242ac1c000c
ff18692e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - EL PANGUI,Totam corporis atque minima molestiae autem error. Accusamus error molestias quasi eligendi quidem. Architecto voluptas doloremque eaque.,923651912,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f26c2-74f7-11ed-a487-0242ac1c000c,8c050a2c-74f7-11ed-884d-0242ac1c000c,4a1a44d6-74f4-11ed-be5f-0242ac1c000c
ff1869ba-99c7-11ed-83a5-0242ac1c000c,LAGO AGRIO MATRIZ,Deleniti nisi illo. Modi itaque voluptate voluptate eum molestiae dignissimos. Aspernatur velit suscipit. Molestiae ipsum cum minus nulla.,972180138,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359f799c-74f7-11ed-a487-0242ac1c000c,8c050a90-74f7-11ed-884d-0242ac1c000c,4a1a4580-74f4-11ed-be5f-0242ac1c000c
ff186a46-99c7-11ed-83a5-0242ac1c000c,MATRIZ - MATRIZ,Earum beatae eveniet fugiat accusamus ipsa. Saepe tempore officiis optio et nobis. Doloremque sed perspiciatis voluptate culpa.,902686113,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359f7bc2-74f7-11ed-a487-0242ac1c000c,8c050afe-74f7-11ed-884d-0242ac1c000c,4a1a4620-74f4-11ed-be5f-0242ac1c000c
ff186ac8-99c7-11ed-83a5-0242ac1c000c,MATRIZ - MILAGRO,Voluptate placeat assumenda atque. Porro voluptatibus modi sunt.,942587080,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359f7ca8-74f7-11ed-a487-0242ac1c000c,8c050b62-74f7-11ed-884d-0242ac1c000c,4a1a46ca-74f4-11ed-be5f-0242ac1c000c
ff186b4a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - JIPIJAPA,Illum mollitia modi debitis explicabo totam. Quae ab alias nulla sit animi rem.,911191842,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359f7d5c-74f7-11ed-a487-0242ac1c000c,8c050bc6-74f7-11ed-884d-0242ac1c000c,4a1a4756-74f4-11ed-be5f-0242ac1c000c
ff186bd6-99c7-11ed-83a5-0242ac1c000c,SANTA ELENA,Qui quia ducimus veniam ea. Amet beatae odit ipsum deserunt dolores dignissimos.,980311188,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359f7e06-74f7-11ed-a487-0242ac1c000c,8c050c20-74f7-11ed-884d-0242ac1c000c,4a1a48aa-74f4-11ed-be5f-0242ac1c000c
ff186c58-99c7-11ed-83a5-0242ac1c000c,MATRIZ - LA LIBERTAD,Nulla beatae perferendis ullam non. Aperiam praesentium nam nobis itaque.,997838820,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f7eb0-74f7-11ed-a487-0242ac1c000c,8c050c8e-74f7-11ed-884d-0242ac1c000c,4a1a497c-74f4-11ed-be5f-0242ac1c000c
ff186ce4-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LOJA,Magnam recusandae sunt illum autem illum libero. Mollitia mollitia aliquid recusandae aliquid atque. Nostrum veritatis nostrum incidunt est cumque. Rerum iure tempora fugit harum sed minima amet.,935689074,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f7f5a-74f7-11ed-a487-0242ac1c000c,8c050d24-74f7-11ed-884d-0242ac1c000c,4a1a4a1c-74f4-11ed-be5f-0242ac1c000c
ff186dc0-99c7-11ed-83a5-0242ac1c000c,PEDERNALES,Similique provident sint quas dolore. Veniam sunt laudantium dolorum. Ipsum possimus quidem ea esse velit.,943178871,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f7ffa-74f7-11ed-a487-0242ac1c000c,8c050d92-74f7-11ed-884d-0242ac1c000c,4a1a4ab2-74f4-11ed-be5f-0242ac1c000c
ff18d6b6-99c7-11ed-83a5-0242ac1c000c,BAHIA DE CARAQUEZ,Magnam inventore dignissimos nobis laborum molestias nisi. Impedit veritatis architecto quisquam qui doloribus repellat. Consequuntur vero animi quia autem.,946433297,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f809a-74f7-11ed-a487-0242ac1c000c,8c050df6-74f7-11ed-884d-0242ac1c000c,4a1a4b48-74f4-11ed-be5f-0242ac1c000c
ff18d8c8-99c7-11ed-83a5-0242ac1c000c,CHONE,Culpa a praesentium earum est. Sapiente soluta minima fuga dolor.,919267574,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f8144-74f7-11ed-a487-0242ac1c000c,8c050e5a-74f7-11ed-884d-0242ac1c000c,4a1a4bd4-74f4-11ed-be5f-0242ac1c000c
ff18d986-99c7-11ed-83a5-0242ac1c000c,EL CARMEN,Enim amet excepturi culpa. A natus voluptate ratione id officiis eum. Sint officiis accusamus fugit.,929091969,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359f81ee-74f7-11ed-a487-0242ac1c000c,8c050ebe-74f7-11ed-884d-0242ac1c000c,4a1a4c56-74f4-11ed-be5f-0242ac1c000c
ff18da26-99c7-11ed-83a5-0242ac1c000c,SEDE - MACHALA,Sunt facilis soluta. Excepturi nulla rerum tenetur sed cupiditate. Ea nostrum qui.,917139158,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359f8298-74f7-11ed-a487-0242ac1c000c,8c050f22-74f7-11ed-884d-0242ac1c000c,4a1a4ce2-74f4-11ed-be5f-0242ac1c000c
ff18dabc-99c7-11ed-83a5-0242ac1c000c,EXTENSION - QUITO,Itaque doloribus distinctio repudiandae porro blanditiis. Dolorum sunt nobis reiciendis. Commodi voluptatem illum molestiae nobis.,904084698,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359f832e-74f7-11ed-a487-0242ac1c000c,8c050f86-74f7-11ed-884d-0242ac1c000c,4a1a4d6e-74f4-11ed-be5f-0242ac1c000c
ff18db48-99c7-11ed-83a5-0242ac1c000c,AZOGUES,Incidunt sunt corporis nulla. Blanditiis vitae nihil rem unde vitae itaque est. Ad alias fugiat eius animi.,971465497,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359f83c4-74f7-11ed-a487-0242ac1c000c,8c050ff4-74f7-11ed-884d-0242ac1c000c,4a1a4dfa-74f4-11ed-be5f-0242ac1c000c
ff18dbde-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SAMBORONDON,Repellendus molestiae aut fugiat commodi maiores. Consequatur odio facere praesentium eaque odit esse tempore. Dicta hic nesciunt quas.,916300990,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359f845a-74f7-11ed-a487-0242ac1c000c,8c051058-74f7-11ed-884d-0242ac1c000c,4a1a4e86-74f4-11ed-be5f-0242ac1c000c
ff18dc6a-99c7-11ed-83a5-0242ac1c000c,TULCAN,Tempore eaque accusamus a ea. Nemo possimus incidunt iusto cum nostrum magni. Doloremque temporibus recusandae expedita nesciunt laudantium.,905427780,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359f855e-74f7-11ed-a487-0242ac1c000c,8c0510c6-74f7-11ed-884d-0242ac1c000c,4a1a4f12-74f4-11ed-be5f-0242ac1c000c
ff18dd00-99c7-11ed-83a5-0242ac1c000c,EXTENSION - BABAHOYO,Inventore modi in expedita. Error suscipit delectus facere reiciendis culpa non. Consequatur rem quasi temporibus.,937950368,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359f85ea-74f7-11ed-a487-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c,4a1a4f8a-74f4-11ed-be5f-0242ac1c000c
ff18dd8c-99c7-11ed-83a5-0242ac1c000c,EXTENSION - PUYO,Cupiditate eum explicabo quam. Omnis dolorum in numquam cum esse. Cumque commodi repudiandae cupiditate nobis reprehenderit.,969859499,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359f8680-74f7-11ed-a487-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c,4a1a5002-74f4-11ed-be5f-0242ac1c000c
ff18de18-99c7-11ed-83a5-0242ac1c000c,SEDE - QUEVEDO,Neque occaecati ad qui illum incidunt. Dolorem corporis nam modi alias cum eius praesentium. Est perferendis dolore laboriosam.,942595939,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359f872a-74f7-11ed-a487-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c,4a1a5070-74f4-11ed-be5f-0242ac1c000c
ff18dea4-99c7-11ed-83a5-0242ac1c000c,SEDE - PUYO,Error molestiae accusantium odit. Occaecati esse numquam cupiditate impedit optio repellat. Voluptatem quod sapiente esse magni optio laboriosam.,956628461,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359f87f2-74f7-11ed-a487-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c,4a1a50de-74f4-11ed-be5f-0242ac1c000c
ff18df30-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PUYO,Maxime dignissimos neque voluptas quod. Quo debitis tempore maxime consectetur laborum. Quaerat eum aliquam fugiat totam illo sit.,947874502,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f8888-74f7-11ed-a487-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c,4a1a5156-74f4-11ed-be5f-0242ac1c000c
ff18dfa8-99c7-11ed-83a5-0242ac1c000c,EXTENSION - IBARRA,Sunt labore perferendis voluptatem expedita provident.,912054198,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f891e-74f7-11ed-a487-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c,4a1a51ce-74f4-11ed-be5f-0242ac1c000c
ff18e020-99c7-11ed-83a5-0242ac1c000c,EXTENSION - RIOBAMBA,Saepe sapiente blanditiis facere neque soluta. Iste nulla nostrum praesentium quae occaecati ex.,993882009,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f89be-74f7-11ed-a487-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c,4a1a5232-74f4-11ed-be5f-0242ac1c000c
ff18e0a2-99c7-11ed-83a5-0242ac1c000c,EXTENSION - QUEVEDO,Animi eligendi vitae expedita porro corrupti. Necessitatibus assumenda odio odio dicta deleniti. Temporibus ex labore soluta.,948576543,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f8a4a-74f7-11ed-a487-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c,4a1a52a0-74f4-11ed-be5f-0242ac1c000c
ff18e12e-99c7-11ed-83a5-0242ac1c000c,SEDE - IBARRA,Expedita omnis sunt repellat. Omnis soluta commodi natus quaerat. Veritatis odit nihil exercitationem distinctio.,936202819,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359f9724-74f7-11ed-a487-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c,4a1a5318-74f4-11ed-be5f-0242ac1c000c
ff18e1c4-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LA MANA,Distinctio eligendi animi assumenda ex nemo. Doloribus nisi eaque dignissimos adipisci esse neque.,980254166,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359f983c-74f7-11ed-a487-0242ac1c000c,8c0517f6-74f7-11ed-884d-0242ac1c000c,4a1a5390-74f4-11ed-be5f-0242ac1c000c
ff18e2aa-99c7-11ed-83a5-0242ac1c000c,BAHÍA DE CARAQUEZ,Accusantium esse id quaerat laudantium consectetur officiis. Exercitationem sequi nesciunt dolorem molestiae nihil quia. Autem exercitationem natus dolor accusamus accusantium.,969763763,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359f992c-74f7-11ed-a487-0242ac1c000c,8c051850-74f7-11ed-884d-0242ac1c000c,4a1a5408-74f4-11ed-be5f-0242ac1c000c
ff18e340-99c7-11ed-83a5-0242ac1c000c,SANTA ANA,Nemo tempore ab fugit. Cumque totam expedita impedit pariatur ullam iusto laboriosam. Voluptate dicta cupiditate optio quas optio.,942278735,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359f99d6-74f7-11ed-a487-0242ac1c000c,8c0518b4-74f7-11ed-884d-0242ac1c000c,4a1a5476-74f4-11ed-be5f-0242ac1c000c
ff18e4da-99c7-11ed-83a5-0242ac1c000c,MATRIZ - QUEVEDO,Accusantium saepe nostrum. Sed facilis tempore quo quod exercitationem rem. Eos saepe accusamus autem sit.,941846568,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359f9a76-74f7-11ed-a487-0242ac1c000c,8c051918-74f7-11ed-884d-0242ac1c000c,4a1a54e4-74f4-11ed-be5f-0242ac1c000c
ff18e570-99c7-11ed-83a5-0242ac1c000c,LA CONCORDIA,Quasi enim totam voluptatem deserunt minima totam. Distinctio eos iure ipsam eum quasi architecto optio. Dolor voluptatem neque consectetur cupiditate ipsa reiciendis. Expedita alias itaque architecto quia officiis.,946601153,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f9b16-74f7-11ed-a487-0242ac1c000c,8c051972-74f7-11ed-884d-0242ac1c000c,4a1a5552-74f4-11ed-be5f-0242ac1c000c
ff18e5fc-99c7-11ed-83a5-0242ac1c000c,SAMBORONDON,Laborum aperiam ipsa explicabo. Cupiditate adipisci veniam nihil.,981952387,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f9bc0-74f7-11ed-a487-0242ac1c000c,8c0519d6-74f7-11ed-884d-0242ac1c000c,4a1a55c0-74f4-11ed-be5f-0242ac1c000c
ff18e692-99c7-11ed-83a5-0242ac1c000c,QUITO,Aliquam aliquam soluta cum sed in amet. Modi ex quod eius perspiciatis.,920544536,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f9cc4-74f7-11ed-a487-0242ac1c000c,8c051a3a-74f7-11ed-884d-0242ac1c000c,4a1a562e-74f4-11ed-be5f-0242ac1c000c
ff18e71e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CUENCA,Omnis ratione veritatis tempore labore atque distinctio. Beatae eos velit deleniti consequuntur.,988051118,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f9d82-74f7-11ed-a487-0242ac1c000c,8c051aa8-74f7-11ed-884d-0242ac1c000c,4a1a569c-74f4-11ed-be5f-0242ac1c000c
ff18e80e-99c7-11ed-83a5-0242ac1c000c,SEDE - CUENCA,Doloribus esse sequi numquam accusamus possimus non eveniet. Nobis perspiciatis neque saepe dolorem. Totam magnam amet inventore temporibus laudantium.,940380783,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f9e22-74f7-11ed-a487-0242ac1c000c,8c051b02-74f7-11ed-884d-0242ac1c000c,4a1a5714-74f4-11ed-be5f-0242ac1c000c
ff18e8ae-99c7-11ed-83a5-0242ac1c000c,MATRIZ - QUITO,Quas aliquid ipsa totam. Nostrum laudantium ex at dignissimos est.,901921529,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359f9ec2-74f7-11ed-a487-0242ac1c000c,8c051b66-74f7-11ed-884d-0242ac1c000c,4a1a5782-74f4-11ed-be5f-0242ac1c000c
ff18e93a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - JOSE RUBEN ORELLANA,Officiis explicabo rem maiores vero esse similique cum. Odio velit porro nobis minus.,984608779,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359f9f62-74f7-11ed-a487-0242ac1c000c,8c051bca-74f7-11ed-884d-0242ac1c000c,4a1a57f0-74f4-11ed-be5f-0242ac1c000c
ff18e9c6-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CALCETA,Sint porro temporibus. Porro distinctio corrupti facilis placeat minima.,991222909,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359f9ff8-74f7-11ed-a487-0242ac1c000c,8c051c2e-74f7-11ed-884d-0242ac1c000c,4a1a585e-74f4-11ed-be5f-0242ac1c000c
ff18ea5c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - RIOBAMBA,Maiores illum enim possimus tempore.,926977628,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359fa0c0-74f7-11ed-a487-0242ac1c000c,8c051c88-74f7-11ed-884d-0242ac1c000c,4a1a58c2-74f4-11ed-be5f-0242ac1c000c
ff18eaf2-99c7-11ed-83a5-0242ac1c000c,ORELLANA,Repellendus qui provident similique vitae maiores eius provident. Magni vel ea soluta reiciendis laudantium.,933363425,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359fa160-74f7-11ed-a487-0242ac1c000c,8c051cf6-74f7-11ed-884d-0242ac1c000c,4a1a593a-74f4-11ed-be5f-0242ac1c000c
ff18eb7e-99c7-11ed-83a5-0242ac1c000c,MACAS,Autem nemo consequatur quam. Temporibus dolore eius nesciunt labore. Libero in nihil perferendis.,974210408,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359fa20a-74f7-11ed-a487-0242ac1c000c,8c051d5a-74f7-11ed-884d-0242ac1c000c,4a1a59a8-74f4-11ed-be5f-0242ac1c000c
ff18ec0a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - GUAYAQUIL,Provident iste sint amet ut autem enim dolorem. Excepturi facere quasi at nulla sit cum.,960082828,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359fa2aa-74f7-11ed-a487-0242ac1c000c,8c051dbe-74f7-11ed-884d-0242ac1c000c,4a1a5a0c-74f4-11ed-be5f-0242ac1c000c
ff18ec96-99c7-11ed-83a5-0242ac1c000c,CANELOS,Eum necessitatibus animi sequi magni recusandae. Enim fugit corrupti accusamus. Aperiam voluptate voluptate doloremque quidem nulla.,991781711,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359fa340-74f7-11ed-a487-0242ac1c000c,8c051e18-74f7-11ed-884d-0242ac1c000c,4a1a5a7a-74f4-11ed-be5f-0242ac1c000c
ff18ed22-99c7-11ed-83a5-0242ac1c000c,MATRIZ - COLTA,Rem quod accusamus dolorem. Fugiat illum mollitia sint.,963180120,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359fa3e0-74f7-11ed-a487-0242ac1c000c,8c051e7c-74f7-11ed-884d-0242ac1c000c,4a1a5af2-74f4-11ed-be5f-0242ac1c000c
