VarIdentificadorExamen,DtFechaExamen,VarEstadoExamen,VarNotaExamen
8c2fbfa4-74f4-11ed-9ddf-0242ac1c000c,18/1/2022,Inactivo,931
8c2fc058-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Activo,621
8c2fc10c-74f4-11ed-9ddf-0242ac1c000c,22/8/2022,Activo,835
8c2fc274-74f4-11ed-9ddf-0242ac1c000c,14/10/2022,Activo,672
8c2fc332-74f4-11ed-9ddf-0242ac1c000c,2/7/2022,Inactivo,991
8c2fc3f0-74f4-11ed-9ddf-0242ac1c000c,19/8/2022,Inactivo,981
8c2fc562-74f4-11ed-9ddf-0242ac1c000c,4/2/2022,Inactivo,823
8c2fc63e-74f4-11ed-9ddf-0242ac1c000c,8/7/2022,Inactivo,506
8c2fc6f2-74f4-11ed-9ddf-0242ac1c000c,4/10/2022,Activo,717
8c2fc7a6-74f4-11ed-9ddf-0242ac1c000c,26/9/2022,Activo,976
8c2fc904-74f4-11ed-9ddf-0242ac1c000c,19/9/2022,Inactivo,761
8c2fc9b8-74f4-11ed-9ddf-0242ac1c000c,7/5/2022,Inactivo,817
8c2fca76-74f4-11ed-9ddf-0242ac1c000c,22/8/2022,Activo,422
8c2fcbde-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Inactivo,712
8c2fccba-74f4-11ed-9ddf-0242ac1c000c,22/8/2022,Inactivo,638
8c2fcd78-74f4-11ed-9ddf-0242ac1c000c,5/1/2022,Activo,515
8c2fce2c-74f4-11ed-9ddf-0242ac1c000c,12/4/2022,Inactivo,513
8c2fcf94-74f4-11ed-9ddf-0242ac1c000c,4/6/2022,Activo,658
8c2fd048-74f4-11ed-9ddf-0242ac1c000c,3/3/2022,Inactivo,659
8c2fd0fc-74f4-11ed-9ddf-0242ac1c000c,1/9/2022,Inactivo,429
8c2fd250-74f4-11ed-9ddf-0242ac1c000c,20/5/2022,Activo,424
8c2fd318-74f4-11ed-9ddf-0242ac1c000c,3/11/2022,Activo,473
8c2fd3cc-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Activo,741
8c2fd480-74f4-11ed-9ddf-0242ac1c000c,9/11/2022,Inactivo,863
8c2fd606-74f4-11ed-9ddf-0242ac1c000c,16/8/2022,Inactivo,830
8c2fd6ce-74f4-11ed-9ddf-0242ac1c000c,9/1/2022,Activo,756
8c2fd782-74f4-11ed-9ddf-0242ac1c000c,1/1/2022,Activo,671
8c2fd8e0-74f4-11ed-9ddf-0242ac1c000c,31/8/2022,Inactivo,408
8c2fd99e-74f4-11ed-9ddf-0242ac1c000c,26/5/2022,Inactivo,822
8c2fda52-74f4-11ed-9ddf-0242ac1c000c,23/8/2022,Activo,985
8c2fdb06-74f4-11ed-9ddf-0242ac1c000c,29/5/2022,Inactivo,568
8c2fdc64-74f4-11ed-9ddf-0242ac1c000c,28/9/2022,Inactivo,588
8c2fdd22-74f4-11ed-9ddf-0242ac1c000c,21/1/2022,Activo,1000
8c2fddc2-74f4-11ed-9ddf-0242ac1c000c,28/4/2022,Activo,567
8c2fde58-74f4-11ed-9ddf-0242ac1c000c,5/6/2022,Activo,714
8c2fdfac-74f4-11ed-9ddf-0242ac1c000c,31/8/2022,Activo,805
8c2fe056-74f4-11ed-9ddf-0242ac1c000c,10/6/2022,Activo,803
8c2fe0e2-74f4-11ed-9ddf-0242ac1c000c,27/2/2022,Activo,770
8c2fe178-74f4-11ed-9ddf-0242ac1c000c,12/5/2022,Activo,781
8c2fe646-74f4-11ed-9ddf-0242ac1c000c,13/6/2022,Inactivo,934
8c2fe704-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Activo,871
8c2fe79a-74f4-11ed-9ddf-0242ac1c000c,5/10/2022,Activo,464
8c2fe830-74f4-11ed-9ddf-0242ac1c000c,17/3/2022,Inactivo,829
8c2fe95c-74f4-11ed-9ddf-0242ac1c000c,16/1/2022,Activo,592
8c2fea2e-74f4-11ed-9ddf-0242ac1c000c,24/8/2022,Inactivo,816
8c2fead8-74f4-11ed-9ddf-0242ac1c000c,29/8/2022,Inactivo,416
8c2fec18-74f4-11ed-9ddf-0242ac1c000c,7/10/2022,Inactivo,892
8c2fecd6-74f4-11ed-9ddf-0242ac1c000c,20/3/2022,Inactivo,548
8c2fed80-74f4-11ed-9ddf-0242ac1c000c,18/11/2022,Inactivo,693
8c2fee34-74f4-11ed-9ddf-0242ac1c000c,30/4/2022,Inactivo,452
8c2fefba-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Inactivo,435
8c2ff096-74f4-11ed-9ddf-0242ac1c000c,29/11/2022,Activo,731
8c2ff14a-74f4-11ed-9ddf-0242ac1c000c,25/10/2022,Inactivo,836
8c2ff1fe-74f4-11ed-9ddf-0242ac1c000c,26/7/2022,Activo,869
8c2ff366-74f4-11ed-9ddf-0242ac1c000c,27/8/2022,Activo,496
8c2ff41a-74f4-11ed-9ddf-0242ac1c000c,8/6/2022,Activo,934
8c2ff4c4-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,725
8c2ff62c-74f4-11ed-9ddf-0242ac1c000c,6/10/2022,Activo,936
8c2ff708-74f4-11ed-9ddf-0242ac1c000c,9/10/2022,Inactivo,984
8c2ff7bc-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Activo,665
8c2ff870-74f4-11ed-9ddf-0242ac1c000c,2/5/2022,Inactivo,744
8c2ff9ce-74f4-11ed-9ddf-0242ac1c000c,13/2/2022,Activo,853
8c2ffa78-74f4-11ed-9ddf-0242ac1c000c,20/10/2022,Activo,993
8c2ffb54-74f4-11ed-9ddf-0242ac1c000c,23/10/2022,Inactivo,763
8c2ffc12-74f4-11ed-9ddf-0242ac1c000c,28/5/2022,Inactivo,698
8c2ffd66-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Inactivo,454
8c2ffe24-74f4-11ed-9ddf-0242ac1c000c,3/9/2022,Inactivo,884
8c2ffed8-74f4-11ed-9ddf-0242ac1c000c,24/6/2022,Inactivo,625
8c2fff8c-74f4-11ed-9ddf-0242ac1c000c,16/9/2022,Activo,811
8c300036-74f4-11ed-9ddf-0242ac1c000c,14/2/2022,Inactivo,545
8c3000e0-74f4-11ed-9ddf-0242ac1c000c,27/1/2022,Activo,584
8c300194-74f4-11ed-9ddf-0242ac1c000c,15/7/2022,Inactivo,680
8c3002f2-74f4-11ed-9ddf-0242ac1c000c,11/8/2022,Inactivo,585
8c3003c4-74f4-11ed-9ddf-0242ac1c000c,9/8/2022,Inactivo,805
8c300478-74f4-11ed-9ddf-0242ac1c000c,20/7/2022,Inactivo,654
8c30052c-74f4-11ed-9ddf-0242ac1c000c,19/3/2022,Activo,761
8c3005d6-74f4-11ed-9ddf-0242ac1c000c,1/6/2022,Activo,524
8c30068a-74f4-11ed-9ddf-0242ac1c000c,5/4/2022,Activo,736
8c30073e-74f4-11ed-9ddf-0242ac1c000c,16/8/2022,Inactivo,834
8c3007f2-74f4-11ed-9ddf-0242ac1c000c,6/9/2022,Activo,919
8c30089c-74f4-11ed-9ddf-0242ac1c000c,27/10/2022,Activo,475
8c3009be-74f4-11ed-9ddf-0242ac1c000c,20/5/2022,Activo,678
8c300acc-74f4-11ed-9ddf-0242ac1c000c,10/3/2022,Activo,734
8c300c20-74f4-11ed-9ddf-0242ac1c000c,24/2/2022,Activo,751
8c300cde-74f4-11ed-9ddf-0242ac1c000c,20/1/2022,Inactivo,876
8c300d9c-74f4-11ed-9ddf-0242ac1c000c,12/11/2022,Inactivo,544
8c300e46-74f4-11ed-9ddf-0242ac1c000c,7/6/2022,Inactivo,909
8c300efa-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Inactivo,565
8c300fae-74f4-11ed-9ddf-0242ac1c000c,10/2/2022,Inactivo,733
8c301062-74f4-11ed-9ddf-0242ac1c000c,12/11/2022,Activo,886
8c30110c-74f4-11ed-9ddf-0242ac1c000c,15/8/2022,Activo,488
8c3011c0-74f4-11ed-9ddf-0242ac1c000c,21/4/2022,Activo,884
8c30126a-74f4-11ed-9ddf-0242ac1c000c,7/8/2022,Activo,970
8c301314-74f4-11ed-9ddf-0242ac1c000c,17/11/2022,Activo,763
8c3013c8-74f4-11ed-9ddf-0242ac1c000c,29/9/2022,Inactivo,979
8c301472-74f4-11ed-9ddf-0242ac1c000c,30/9/2022,Inactivo,841
8c301526-74f4-11ed-9ddf-0242ac1c000c,30/5/2022,Activo,695
8c3015da-74f4-11ed-9ddf-0242ac1c000c,8/1/2022,Inactivo,862
8c30167a-74f4-11ed-9ddf-0242ac1c000c,17/4/2022,Activo,484
8c30172e-74f4-11ed-9ddf-0242ac1c000c,24/5/2022,Inactivo,592
8c3017ec-74f4-11ed-9ddf-0242ac1c000c,25/5/2022,Inactivo,948
8c3018a0-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Inactivo,822
8c301954-74f4-11ed-9ddf-0242ac1c000c,3/2/2022,Activo,801
8c301ab2-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Activo,735
8c301b84-74f4-11ed-9ddf-0242ac1c000c,15/4/2022,Activo,470
8c301c42-74f4-11ed-9ddf-0242ac1c000c,3/1/2022,Activo,573
8c301d00-74f4-11ed-9ddf-0242ac1c000c,10/5/2022,Activo,916
8c301ddc-74f4-11ed-9ddf-0242ac1c000c,3/7/2022,Inactivo,666
8c301e9a-74f4-11ed-9ddf-0242ac1c000c,16/7/2022,Activo,433
8c301f44-74f4-11ed-9ddf-0242ac1c000c,1/11/2022,Inactivo,475
8c301ff8-74f4-11ed-9ddf-0242ac1c000c,14/2/2022,Activo,811
8c3020ac-74f4-11ed-9ddf-0242ac1c000c,18/7/2022,Inactivo,872
8c302160-74f4-11ed-9ddf-0242ac1c000c,21/6/2022,Activo,899
8c30220a-74f4-11ed-9ddf-0242ac1c000c,14/7/2022,Inactivo,783
8c3022b4-74f4-11ed-9ddf-0242ac1c000c,8/10/2022,Activo,921
8c3023c2-74f4-11ed-9ddf-0242ac1c000c,3/7/2022,Inactivo,689
8c302476-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,500
8c302520-74f4-11ed-9ddf-0242ac1c000c,8/3/2022,Inactivo,958
8c3025de-74f4-11ed-9ddf-0242ac1c000c,25/3/2022,Activo,716
8c302692-74f4-11ed-9ddf-0242ac1c000c,29/4/2022,Inactivo,742
8c30273c-74f4-11ed-9ddf-0242ac1c000c,19/6/2022,Inactivo,903
8c3027f0-74f4-11ed-9ddf-0242ac1c000c,27/2/2022,Activo,568
8c30289a-74f4-11ed-9ddf-0242ac1c000c,17/6/2022,Activo,968
8c302944-74f4-11ed-9ddf-0242ac1c000c,26/1/2022,Inactivo,528
8c3029ee-74f4-11ed-9ddf-0242ac1c000c,16/1/2022,Activo,418
8c302aa2-74f4-11ed-9ddf-0242ac1c000c,24/6/2022,Inactivo,740
8c302b4c-74f4-11ed-9ddf-0242ac1c000c,27/8/2022,Inactivo,767
8c302bf6-74f4-11ed-9ddf-0242ac1c000c,24/3/2022,Inactivo,654
8c302c96-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Inactivo,760
8c302d36-74f4-11ed-9ddf-0242ac1c000c,25/2/2022,Activo,652
8c302dd6-74f4-11ed-9ddf-0242ac1c000c,28/7/2022,Activo,912
8c302e76-74f4-11ed-9ddf-0242ac1c000c,31/5/2022,Inactivo,703
8c302f70-74f4-11ed-9ddf-0242ac1c000c,11/9/2022,Activo,611
8c303434-74f4-11ed-9ddf-0242ac1c000c,3/9/2022,Inactivo,948
8c30356a-74f4-11ed-9ddf-0242ac1c000c,18/1/2022,Activo,781
8c3036fa-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Inactivo,493
8c3037a4-74f4-11ed-9ddf-0242ac1c000c,11/9/2022,Inactivo,958
8c30384e-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Inactivo,604
8c3038ee-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,692
8c303998-74f4-11ed-9ddf-0242ac1c000c,26/4/2022,Inactivo,556
8c303a42-74f4-11ed-9ddf-0242ac1c000c,22/9/2022,Activo,643
8c303aec-74f4-11ed-9ddf-0242ac1c000c,22/2/2022,Activo,995
8c303b82-74f4-11ed-9ddf-0242ac1c000c,12/4/2022,Activo,926
8c303c22-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Activo,825
8c303cc2-74f4-11ed-9ddf-0242ac1c000c,13/5/2022,Inactivo,707
8c303d3a-74f4-11ed-9ddf-0242ac1c000c,22/2/2022,Inactivo,496
8c303da8-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Inactivo,796
8c303e48-74f4-11ed-9ddf-0242ac1c000c,28/7/2022,Inactivo,842
8c303eb6-74f4-11ed-9ddf-0242ac1c000c,29/10/2022,Activo,888
8c303f2e-74f4-11ed-9ddf-0242ac1c000c,23/4/2022,Activo,488
8c303fa6-74f4-11ed-9ddf-0242ac1c000c,3/4/2022,Inactivo,808
8c304032-74f4-11ed-9ddf-0242ac1c000c,16/5/2022,Inactivo,629
8c3040a0-74f4-11ed-9ddf-0242ac1c000c,29/7/2022,Activo,750
8c30410e-74f4-11ed-9ddf-0242ac1c000c,19/3/2022,Activo,622
8c30419a-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,413
8c304230-74f4-11ed-9ddf-0242ac1c000c,24/7/2022,Inactivo,599
8c3042a8-74f4-11ed-9ddf-0242ac1c000c,29/7/2022,Inactivo,412
8c304320-74f4-11ed-9ddf-0242ac1c000c,22/4/2022,Activo,546
8c30438e-74f4-11ed-9ddf-0242ac1c000c,6/10/2022,Inactivo,515
8c3043fc-74f4-11ed-9ddf-0242ac1c000c,26/6/2022,Inactivo,696
8c30446a-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Inactivo,644
8c3044ce-74f4-11ed-9ddf-0242ac1c000c,8/6/2022,Activo,716
8c30453c-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Inactivo,644
8c3045aa-74f4-11ed-9ddf-0242ac1c000c,2/11/2022,Activo,471
8c304622-74f4-11ed-9ddf-0242ac1c000c,6/7/2022,Inactivo,542
8c304690-74f4-11ed-9ddf-0242ac1c000c,29/7/2022,Activo,631
8c3046fe-74f4-11ed-9ddf-0242ac1c000c,22/3/2022,Inactivo,977
8c30476c-74f4-11ed-9ddf-0242ac1c000c,29/9/2022,Inactivo,767
8c3047da-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Inactivo,560
8c304848-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,961
8c3048d4-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Activo,945
8c30494c-74f4-11ed-9ddf-0242ac1c000c,18/5/2022,Inactivo,954
8c3049ba-74f4-11ed-9ddf-0242ac1c000c,1/1/2022,Activo,773
8c304a28-74f4-11ed-9ddf-0242ac1c000c,7/9/2022,Activo,823
8c304a96-74f4-11ed-9ddf-0242ac1c000c,13/5/2022,Inactivo,554
8c304b04-74f4-11ed-9ddf-0242ac1c000c,8/9/2022,Inactivo,590
8c304b7c-74f4-11ed-9ddf-0242ac1c000c,29/4/2022,Activo,532
8c304bea-74f4-11ed-9ddf-0242ac1c000c,14/11/2022,Inactivo,689
8c304c58-74f4-11ed-9ddf-0242ac1c000c,19/2/2022,Inactivo,534
8c304cc6-74f4-11ed-9ddf-0242ac1c000c,20/8/2022,Inactivo,833
8c304d34-74f4-11ed-9ddf-0242ac1c000c,10/7/2022,Activo,507
8c304dd4-74f4-11ed-9ddf-0242ac1c000c,3/6/2022,Inactivo,905
8c304e74-74f4-11ed-9ddf-0242ac1c000c,26/3/2022,Inactivo,968
8c304f1e-74f4-11ed-9ddf-0242ac1c000c,16/2/2022,Inactivo,833
8c304fd2-74f4-11ed-9ddf-0242ac1c000c,28/10/2022,Activo,884
8c305086-74f4-11ed-9ddf-0242ac1c000c,4/8/2022,Activo,680
8c305108-74f4-11ed-9ddf-0242ac1c000c,3/4/2022,Inactivo,407
8c305176-74f4-11ed-9ddf-0242ac1c000c,27/3/2022,Inactivo,533
8c305248-74f4-11ed-9ddf-0242ac1c000c,8/9/2022,Activo,694
8c3052b6-74f4-11ed-9ddf-0242ac1c000c,27/11/2022,Inactivo,634
8c305324-74f4-11ed-9ddf-0242ac1c000c,7/2/2022,Activo,685
8c305392-74f4-11ed-9ddf-0242ac1c000c,29/6/2022,Activo,553
8c305400-74f4-11ed-9ddf-0242ac1c000c,22/4/2022,Inactivo,611
8c30546e-74f4-11ed-9ddf-0242ac1c000c,2/11/2022,Activo,752
8c3054dc-74f4-11ed-9ddf-0242ac1c000c,17/4/2022,Inactivo,474
8c305554-74f4-11ed-9ddf-0242ac1c000c,8/8/2022,Inactivo,731
8c3055b8-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Activo,798
8c305630-74f4-11ed-9ddf-0242ac1c000c,15/5/2022,Inactivo,518
8c30569e-74f4-11ed-9ddf-0242ac1c000c,21/5/2022,Inactivo,441
8c3057d4-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Inactivo,436
8c3058f6-74f4-11ed-9ddf-0242ac1c000c,20/1/2022,Inactivo,466
8c305996-74f4-11ed-9ddf-0242ac1c000c,11/3/2022,Inactivo,786
8c305a36-74f4-11ed-9ddf-0242ac1c000c,19/3/2022,Inactivo,475
8c305acc-74f4-11ed-9ddf-0242ac1c000c,18/4/2022,Activo,516
8c305b80-74f4-11ed-9ddf-0242ac1c000c,28/5/2022,Activo,794
8c305c20-74f4-11ed-9ddf-0242ac1c000c,21/1/2022,Inactivo,577
8c305ce8-74f4-11ed-9ddf-0242ac1c000c,2/10/2022,Activo,565
8c305d88-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,775
8c305e3c-74f4-11ed-9ddf-0242ac1c000c,9/4/2022,Inactivo,952
8c305ed2-74f4-11ed-9ddf-0242ac1c000c,22/3/2022,Inactivo,683
8c305f68-74f4-11ed-9ddf-0242ac1c000c,8/8/2022,Inactivo,818
8c306008-74f4-11ed-9ddf-0242ac1c000c,6/2/2022,Inactivo,426
8c30609e-74f4-11ed-9ddf-0242ac1c000c,4/7/2022,Activo,439
8c306134-74f4-11ed-9ddf-0242ac1c000c,16/6/2022,Activo,638
8c3061ca-74f4-11ed-9ddf-0242ac1c000c,7/5/2022,Activo,771
8c30626a-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Inactivo,613
8c30630a-74f4-11ed-9ddf-0242ac1c000c,29/6/2022,Activo,766
8c306396-74f4-11ed-9ddf-0242ac1c000c,7/10/2022,Activo,802
8c306440-74f4-11ed-9ddf-0242ac1c000c,7/5/2022,Activo,550
8c3064e0-74f4-11ed-9ddf-0242ac1c000c,28/1/2022,Activo,517
8c306558-74f4-11ed-9ddf-0242ac1c000c,24/1/2022,Activo,836
8c3065d0-74f4-11ed-9ddf-0242ac1c000c,11/3/2022,Inactivo,956
8c30663e-74f4-11ed-9ddf-0242ac1c000c,3/8/2022,Inactivo,732
8c3066ac-74f4-11ed-9ddf-0242ac1c000c,16/11/2022,Inactivo,697
8c30671a-74f4-11ed-9ddf-0242ac1c000c,15/3/2022,Inactivo,773
8c306792-74f4-11ed-9ddf-0242ac1c000c,27/11/2022,Activo,851
8c306832-74f4-11ed-9ddf-0242ac1c000c,8/2/2022,Activo,676
8c3068c8-74f4-11ed-9ddf-0242ac1c000c,1/5/2022,Activo,693
8c306972-74f4-11ed-9ddf-0242ac1c000c,4/5/2022,Activo,729
8c306b5c-74f4-11ed-9ddf-0242ac1c000c,13/10/2022,Inactivo,523
8c306c38-74f4-11ed-9ddf-0242ac1c000c,25/1/2022,Activo,557
8c306cec-74f4-11ed-9ddf-0242ac1c000c,5/6/2022,Activo,960
8c306d5a-74f4-11ed-9ddf-0242ac1c000c,14/7/2022,Activo,991
8c306de6-74f4-11ed-9ddf-0242ac1c000c,19/2/2022,Inactivo,935
8c306e5e-74f4-11ed-9ddf-0242ac1c000c,18/6/2022,Activo,469
8c306ecc-74f4-11ed-9ddf-0242ac1c000c,9/8/2022,Inactivo,881
8c306f3a-74f4-11ed-9ddf-0242ac1c000c,30/9/2022,Activo,807
8c306fa8-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Inactivo,571
8c307016-74f4-11ed-9ddf-0242ac1c000c,26/4/2022,Inactivo,475
8c30708e-74f4-11ed-9ddf-0242ac1c000c,18/10/2022,Inactivo,813
8c3070f2-74f4-11ed-9ddf-0242ac1c000c,13/8/2022,Activo,975
8c307160-74f4-11ed-9ddf-0242ac1c000c,28/6/2022,Inactivo,880
8c3071ce-74f4-11ed-9ddf-0242ac1c000c,2/3/2022,Activo,868
8c30726e-74f4-11ed-9ddf-0242ac1c000c,28/7/2022,Inactivo,812
8c3072dc-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Inactivo,937
8c30734a-74f4-11ed-9ddf-0242ac1c000c,14/8/2022,Inactivo,847
8c3073c2-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,407
8c307430-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Activo,920
8c30749e-74f4-11ed-9ddf-0242ac1c000c,9/9/2022,Activo,858
8c30750c-74f4-11ed-9ddf-0242ac1c000c,9/5/2022,Inactivo,687
8c307570-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Inactivo,927
8c3075e8-74f4-11ed-9ddf-0242ac1c000c,2/1/2022,Inactivo,551
8c307656-74f4-11ed-9ddf-0242ac1c000c,30/1/2022,Activo,671
8c3076c4-74f4-11ed-9ddf-0242ac1c000c,21/6/2022,Activo,968
8c307732-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Activo,967
8c3077a0-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Activo,797
8c30780e-74f4-11ed-9ddf-0242ac1c000c,28/6/2022,Activo,884
8c30787c-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Activo,601
8c30791c-74f4-11ed-9ddf-0242ac1c000c,9/4/2022,Inactivo,464
8c3079d0-74f4-11ed-9ddf-0242ac1c000c,23/9/2022,Inactivo,660
8c307b10-74f4-11ed-9ddf-0242ac1c000c,24/8/2022,Activo,637
8c307bc4-74f4-11ed-9ddf-0242ac1c000c,14/9/2022,Inactivo,677
8c307c64-74f4-11ed-9ddf-0242ac1c000c,15/10/2022,Inactivo,833
8c307d04-74f4-11ed-9ddf-0242ac1c000c,3/1/2022,Activo,934
8c307dae-74f4-11ed-9ddf-0242ac1c000c,4/8/2022,Activo,878
8c30831c-74f4-11ed-9ddf-0242ac1c000c,18/7/2022,Activo,454
8c3083d0-74f4-11ed-9ddf-0242ac1c000c,28/9/2022,Inactivo,582
8c30843e-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Inactivo,973
8c3084ac-74f4-11ed-9ddf-0242ac1c000c,2/7/2022,Inactivo,702
8c308524-74f4-11ed-9ddf-0242ac1c000c,7/8/2022,Activo,416
8c308592-74f4-11ed-9ddf-0242ac1c000c,10/2/2022,Inactivo,826
8c308600-74f4-11ed-9ddf-0242ac1c000c,11/9/2022,Inactivo,879
8c30866e-74f4-11ed-9ddf-0242ac1c000c,23/11/2022,Activo,536
8c3086dc-74f4-11ed-9ddf-0242ac1c000c,12/11/2022,Inactivo,658
8c30874a-74f4-11ed-9ddf-0242ac1c000c,25/5/2022,Inactivo,501
8c3087c2-74f4-11ed-9ddf-0242ac1c000c,23/7/2022,Activo,960
8c30883a-74f4-11ed-9ddf-0242ac1c000c,24/9/2022,Inactivo,738
8c3088a8-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Inactivo,431
8c308916-74f4-11ed-9ddf-0242ac1c000c,13/5/2022,Activo,697
8c308984-74f4-11ed-9ddf-0242ac1c000c,12/1/2022,Inactivo,965
8c3089f2-74f4-11ed-9ddf-0242ac1c000c,7/2/2022,Activo,829
8c308a74-74f4-11ed-9ddf-0242ac1c000c,26/2/2022,Activo,716
8c308b1e-74f4-11ed-9ddf-0242ac1c000c,31/5/2022,Inactivo,519
8c308bd2-74f4-11ed-9ddf-0242ac1c000c,29/9/2022,Activo,479
8c308c7c-74f4-11ed-9ddf-0242ac1c000c,12/10/2022,Inactivo,725
8c308d1c-74f4-11ed-9ddf-0242ac1c000c,14/6/2022,Activo,451
8c308dbc-74f4-11ed-9ddf-0242ac1c000c,31/8/2022,Inactivo,756
8c308e66-74f4-11ed-9ddf-0242ac1c000c,12/8/2022,Activo,564
8c308f10-74f4-11ed-9ddf-0242ac1c000c,24/3/2022,Activo,722
8c308fc4-74f4-11ed-9ddf-0242ac1c000c,1/8/2022,Inactivo,681
8c309082-74f4-11ed-9ddf-0242ac1c000c,5/4/2022,Inactivo,941
8c30912c-74f4-11ed-9ddf-0242ac1c000c,11/9/2022,Inactivo,432
8c3091e0-74f4-11ed-9ddf-0242ac1c000c,1/4/2022,Inactivo,439
8c30928a-74f4-11ed-9ddf-0242ac1c000c,1/7/2022,Activo,549
8c30933e-74f4-11ed-9ddf-0242ac1c000c,13/11/2022,Inactivo,416
8c3093f2-74f4-11ed-9ddf-0242ac1c000c,2/11/2022,Activo,820
8c3094d8-74f4-11ed-9ddf-0242ac1c000c,26/2/2022,Activo,473
8c309596-74f4-11ed-9ddf-0242ac1c000c,27/8/2022,Activo,935
8c30964a-74f4-11ed-9ddf-0242ac1c000c,19/1/2022,Inactivo,473
8c3096fe-74f4-11ed-9ddf-0242ac1c000c,23/3/2022,Activo,688
8c309794-74f4-11ed-9ddf-0242ac1c000c,1/7/2022,Inactivo,550
8c30980c-74f4-11ed-9ddf-0242ac1c000c,27/11/2022,Inactivo,894
8c30987a-74f4-11ed-9ddf-0242ac1c000c,27/2/2022,Inactivo,660
8c3098e8-74f4-11ed-9ddf-0242ac1c000c,10/10/2022,Activo,486
8c309960-74f4-11ed-9ddf-0242ac1c000c,23/10/2022,Inactivo,638
8c3099ce-74f4-11ed-9ddf-0242ac1c000c,8/4/2022,Inactivo,861
8c309a3c-74f4-11ed-9ddf-0242ac1c000c,7/9/2022,Activo,569
8c309aaa-74f4-11ed-9ddf-0242ac1c000c,18/4/2022,Activo,758
8c309b22-74f4-11ed-9ddf-0242ac1c000c,8/1/2022,Activo,481
8c309b90-74f4-11ed-9ddf-0242ac1c000c,2/3/2022,Activo,495
8c309bfe-74f4-11ed-9ddf-0242ac1c000c,10/5/2022,Activo,989
8c309c6c-74f4-11ed-9ddf-0242ac1c000c,22/10/2022,Activo,993
8c309cda-74f4-11ed-9ddf-0242ac1c000c,11/5/2022,Inactivo,878
8c309d48-74f4-11ed-9ddf-0242ac1c000c,9/2/2022,Inactivo,544
8c309db6-74f4-11ed-9ddf-0242ac1c000c,22/10/2022,Inactivo,962
8c309e4c-74f4-11ed-9ddf-0242ac1c000c,25/9/2022,Activo,614
8c309eba-74f4-11ed-9ddf-0242ac1c000c,7/10/2022,Activo,525
8c309f32-74f4-11ed-9ddf-0242ac1c000c,12/8/2022,Activo,634
8c309faa-74f4-11ed-9ddf-0242ac1c000c,3/7/2022,Activo,669
8c30a018-74f4-11ed-9ddf-0242ac1c000c,1/6/2022,Activo,648
8c30a07c-74f4-11ed-9ddf-0242ac1c000c,14/4/2022,Activo,506
8c30a0ea-74f4-11ed-9ddf-0242ac1c000c,6/9/2022,Inactivo,913
8c30a162-74f4-11ed-9ddf-0242ac1c000c,29/1/2022,Inactivo,465
8c30a1d0-74f4-11ed-9ddf-0242ac1c000c,17/4/2022,Activo,499
8c30a23e-74f4-11ed-9ddf-0242ac1c000c,13/7/2022,Inactivo,911
8c30a2b6-74f4-11ed-9ddf-0242ac1c000c,28/10/2022,Inactivo,768
8c30a36a-74f4-11ed-9ddf-0242ac1c000c,16/2/2022,Activo,401
