VarIdentificadorCarrerasSedes,VarIdentificadorInstitucionEducativa,VarIdentificadorCarreras,VarIdentificadorSedes,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorProvincia
5ee33e94-74f5-11ed-8600-0242ac1c000c,4a1ea210-74f4-11ed-be5f-0242ac1c000c,3101bdda-74f4-11ed-9ec6-0242ac1c000c,ff1b9acc-99c7-11ed-83a5-0242ac1c000c,35a224a8-74f7-11ed-a487-0242ac1c000c,8c051f94-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5ee33f48-74f5-11ed-8600-0242ac1c000c,4a1ea27e-74f4-11ed-be5f-0242ac1c000c,3101be7a-74f4-11ed-9ec6-0242ac1c000c,ff1b9b62-99c7-11ed-83a5-0242ac1c000c,35a22534-74f7-11ed-a487-0242ac1c000c,8c051ff8-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5ee33ff2-74f5-11ed-8600-0242ac1c000c,4a1ea2f6-74f4-11ed-be5f-0242ac1c000c,3101bf1a-74f4-11ed-9ec6-0242ac1c000c,ff1b9bee-99c7-11ed-83a5-0242ac1c000c,35a225b6-74f7-11ed-a487-0242ac1c000c,8c052052-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5ee340b0-74f5-11ed-8600-0242ac1c000c,4a1ea364-74f4-11ed-be5f-0242ac1c000c,3101bfc4-74f4-11ed-9ec6-0242ac1c000c,ff1b9c7a-99c7-11ed-83a5-0242ac1c000c,35a22642-74f7-11ed-a487-0242ac1c000c,8c0520b6-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5ee3415a-74f5-11ed-8600-0242ac1c000c,4a1ea3d2-74f4-11ed-be5f-0242ac1c000c,3101c06e-74f4-11ed-9ec6-0242ac1c000c,ff1b9d06-99c7-11ed-83a5-0242ac1c000c,35a226d8-74f7-11ed-a487-0242ac1c000c,8c05211a-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5ee3420e-74f5-11ed-8600-0242ac1c000c,4a1ea440-74f4-11ed-be5f-0242ac1c000c,3101c122-74f4-11ed-9ec6-0242ac1c000c,ff1b9d92-99c7-11ed-83a5-0242ac1c000c,35a2276e-74f7-11ed-a487-0242ac1c000c,8c05217e-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5ee342c2-74f5-11ed-8600-0242ac1c000c,4a1ea4ae-74f4-11ed-be5f-0242ac1c000c,3101c1c2-74f4-11ed-9ec6-0242ac1c000c,ff1b9e28-99c7-11ed-83a5-0242ac1c000c,35a227fa-74f7-11ed-a487-0242ac1c000c,8c0521e2-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5ee34376-74f5-11ed-8600-0242ac1c000c,4a1ea51c-74f4-11ed-be5f-0242ac1c000c,3101c26c-74f4-11ed-9ec6-0242ac1c000c,ff1b9eaa-99c7-11ed-83a5-0242ac1c000c,35a22890-74f7-11ed-a487-0242ac1c000c,8c052246-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5ee34420-74f5-11ed-8600-0242ac1c000c,4a1ea594-74f4-11ed-be5f-0242ac1c000c,3101c316-74f4-11ed-9ec6-0242ac1c000c,ff1b9f40-99c7-11ed-83a5-0242ac1c000c,35a22926-74f7-11ed-a487-0242ac1c000c,8c0522aa-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5ee344d4-74f5-11ed-8600-0242ac1c000c,4a1ea602-74f4-11ed-be5f-0242ac1c000c,3101c3b6-74f4-11ed-9ec6-0242ac1c000c,ff1b9fc2-99c7-11ed-83a5-0242ac1c000c,35a229bc-74f7-11ed-a487-0242ac1c000c,8c05230e-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5ee34588-74f5-11ed-8600-0242ac1c000c,4a1ea670-74f4-11ed-be5f-0242ac1c000c,3101c460-74f4-11ed-9ec6-0242ac1c000c,ff1ba058-99c7-11ed-83a5-0242ac1c000c,35a22a52-74f7-11ed-a487-0242ac1c000c,8c052372-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5ee34632-74f5-11ed-8600-0242ac1c000c,4a1ea6de-74f4-11ed-be5f-0242ac1c000c,3101c500-74f4-11ed-9ec6-0242ac1c000c,ff1ba0e4-99c7-11ed-83a5-0242ac1c000c,35a22ae8-74f7-11ed-a487-0242ac1c000c,8c0523d6-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5ee34fba-74f5-11ed-8600-0242ac1c000c,4a1ea742-74f4-11ed-be5f-0242ac1c000c,3101c5a0-74f4-11ed-9ec6-0242ac1c000c,ff1ba170-99c7-11ed-83a5-0242ac1c000c,35a22b74-74f7-11ed-a487-0242ac1c000c,8c052430-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5ee350be-74f5-11ed-8600-0242ac1c000c,4a1ea7b0-74f4-11ed-be5f-0242ac1c000c,3101c640-74f4-11ed-9ec6-0242ac1c000c,ff1ba1fc-99c7-11ed-83a5-0242ac1c000c,35a22c0a-74f7-11ed-a487-0242ac1c000c,8c052494-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5ee35186-74f5-11ed-8600-0242ac1c000c,4a1ea81e-74f4-11ed-be5f-0242ac1c000c,3101c6ea-74f4-11ed-9ec6-0242ac1c000c,ff1ba288-99c7-11ed-83a5-0242ac1c000c,35a22ca0-74f7-11ed-a487-0242ac1c000c,8c0524f8-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5ee354b0-74f5-11ed-8600-0242ac1c000c,4a1ea88c-74f4-11ed-be5f-0242ac1c000c,3101c794-74f4-11ed-9ec6-0242ac1c000c,ff1ba3a0-99c7-11ed-83a5-0242ac1c000c,35a22d2c-74f7-11ed-a487-0242ac1c000c,8c05255c-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5ee355be-74f5-11ed-8600-0242ac1c000c,4a1ea8fa-74f4-11ed-be5f-0242ac1c000c,3101c83e-74f4-11ed-9ec6-0242ac1c000c,ff1ba42c-99c7-11ed-83a5-0242ac1c000c,35a22db8-74f7-11ed-a487-0242ac1c000c,8c0525c0-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5ee35672-74f5-11ed-8600-0242ac1c000c,4a1ea95e-74f4-11ed-be5f-0242ac1c000c,3101c8e8-74f4-11ed-9ec6-0242ac1c000c,ff1ba4b8-99c7-11ed-83a5-0242ac1c000c,35a22e44-74f7-11ed-a487-0242ac1c000c,8c05261a-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5ee35726-74f5-11ed-8600-0242ac1c000c,4a1ea9e0-74f4-11ed-be5f-0242ac1c000c,3101c992-74f4-11ed-9ec6-0242ac1c000c,ff1ba544-99c7-11ed-83a5-0242ac1c000c,35a22ed0-74f7-11ed-a487-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5ee357d0-74f5-11ed-8600-0242ac1c000c,4a1eaa4e-74f4-11ed-be5f-0242ac1c000c,3101ca50-74f4-11ed-9ec6-0242ac1c000c,ff1ba5c6-99c7-11ed-83a5-0242ac1c000c,35a22f5c-74f7-11ed-a487-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5ee3587a-74f5-11ed-8600-0242ac1c000c,4a1eaabc-74f4-11ed-be5f-0242ac1c000c,3101caf0-74f4-11ed-9ec6-0242ac1c000c,ff1ba65c-99c7-11ed-83a5-0242ac1c000c,35a22fe8-74f7-11ed-a487-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5ee3592e-74f5-11ed-8600-0242ac1c000c,4a1eab2a-74f4-11ed-be5f-0242ac1c000c,3101cb9a-74f4-11ed-9ec6-0242ac1c000c,ff1ba742-99c7-11ed-83a5-0242ac1c000c,35a230e2-74f7-11ed-a487-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5ee359d8-74f5-11ed-8600-0242ac1c000c,4a1eab98-74f4-11ed-be5f-0242ac1c000c,3101cc44-74f4-11ed-9ec6-0242ac1c000c,ff1ba7d8-99c7-11ed-83a5-0242ac1c000c,35a23182-74f7-11ed-a487-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
5ee35aaa-74f5-11ed-8600-0242ac1c000c,4a1eabfc-74f4-11ed-be5f-0242ac1c000c,3101ccee-74f4-11ed-9ec6-0242ac1c000c,ff1ba864-99c7-11ed-83a5-0242ac1c000c,35a23218-74f7-11ed-a487-0242ac1c000c,8c0528b8-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
5ee35b54-74f5-11ed-8600-0242ac1c000c,4a1eac6a-74f4-11ed-be5f-0242ac1c000c,3101cdfc-74f4-11ed-9ec6-0242ac1c000c,ff1ba8fa-99c7-11ed-83a5-0242ac1c000c,35a232a4-74f7-11ed-a487-0242ac1c000c,8c052926-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5ee35c08-74f5-11ed-8600-0242ac1c000c,4a1eacd8-74f4-11ed-be5f-0242ac1c000c,3101ceb0-74f4-11ed-9ec6-0242ac1c000c,ff1ba990-99c7-11ed-83a5-0242ac1c000c,35a23330-74f7-11ed-a487-0242ac1c000c,8c052980-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5ee35cb2-74f5-11ed-8600-0242ac1c000c,4a1ead46-74f4-11ed-be5f-0242ac1c000c,3101cf5a-74f4-11ed-9ec6-0242ac1c000c,ff1baa26-99c7-11ed-83a5-0242ac1c000c,35a233c6-74f7-11ed-a487-0242ac1c000c,8c0529ee-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5ee35d5c-74f5-11ed-8600-0242ac1c000c,4a1eadaa-74f4-11ed-be5f-0242ac1c000c,3101d004-74f4-11ed-9ec6-0242ac1c000c,ff1baab2-99c7-11ed-83a5-0242ac1c000c,35a23452-74f7-11ed-a487-0242ac1c000c,8c052a48-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5ee35e06-74f5-11ed-8600-0242ac1c000c,4a1eae22-74f4-11ed-be5f-0242ac1c000c,3101d0b8-74f4-11ed-9ec6-0242ac1c000c,ff1bab3e-99c7-11ed-83a5-0242ac1c000c,35a235d8-74f7-11ed-a487-0242ac1c000c,8c052aac-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5ee35eb0-74f5-11ed-8600-0242ac1c000c,4a1eae90-74f4-11ed-be5f-0242ac1c000c,3101d16c-74f4-11ed-9ec6-0242ac1c000c,ff1babca-99c7-11ed-83a5-0242ac1c000c,35a23678-74f7-11ed-a487-0242ac1c000c,8c052b10-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5ee35f5a-74f5-11ed-8600-0242ac1c000c,4a1eaef4-74f4-11ed-be5f-0242ac1c000c,3101d216-74f4-11ed-9ec6-0242ac1c000c,ff1bac60-99c7-11ed-83a5-0242ac1c000c,35a23704-74f7-11ed-a487-0242ac1c000c,8c052b9c-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5ee36004-74f5-11ed-8600-0242ac1c000c,4a1eaf62-74f4-11ed-be5f-0242ac1c000c,3101d2b6-74f4-11ed-9ec6-0242ac1c000c,ff1bad0a-99c7-11ed-83a5-0242ac1c000c,35a23790-74f7-11ed-a487-0242ac1c000c,8c052c00-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5ee360b8-74f5-11ed-8600-0242ac1c000c,4a1eafd0-74f4-11ed-be5f-0242ac1c000c,3101d36a-74f4-11ed-9ec6-0242ac1c000c,ff1bad96-99c7-11ed-83a5-0242ac1c000c,35a23826-74f7-11ed-a487-0242ac1c000c,8c052c5a-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5ee36162-74f5-11ed-8600-0242ac1c000c,4a1eb03e-74f4-11ed-be5f-0242ac1c000c,3101d40a-74f4-11ed-9ec6-0242ac1c000c,ff1bae22-99c7-11ed-83a5-0242ac1c000c,35a238b2-74f7-11ed-a487-0242ac1c000c,8c052cbe-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5ee36202-74f5-11ed-8600-0242ac1c000c,4a1eb0ac-74f4-11ed-be5f-0242ac1c000c,3101d4be-74f4-11ed-9ec6-0242ac1c000c,ff1baec2-99c7-11ed-83a5-0242ac1c000c,35a23934-74f7-11ed-a487-0242ac1c000c,8c052d18-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5ee362b6-74f5-11ed-8600-0242ac1c000c,4a1eb124-74f4-11ed-be5f-0242ac1c000c,3101d572-74f4-11ed-9ec6-0242ac1c000c,ff1baf4e-99c7-11ed-83a5-0242ac1c000c,35a239b6-74f7-11ed-a487-0242ac1c000c,8c052d7c-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5ee36360-74f5-11ed-8600-0242ac1c000c,4a1eb192-74f4-11ed-be5f-0242ac1c000c,3101d61c-74f4-11ed-9ec6-0242ac1c000c,ff1bafda-99c7-11ed-83a5-0242ac1c000c,35a23a7e-74f7-11ed-a487-0242ac1c000c,8c052de0-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5ee36400-74f5-11ed-8600-0242ac1c000c,4a1eb1f6-74f4-11ed-be5f-0242ac1c000c,3101d6d0-74f4-11ed-9ec6-0242ac1c000c,ff1bb066-99c7-11ed-83a5-0242ac1c000c,35a23b14-74f7-11ed-a487-0242ac1c000c,8c052e3a-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5ee364aa-74f5-11ed-8600-0242ac1c000c,4a1eb264-74f4-11ed-be5f-0242ac1c000c,3101d798-74f4-11ed-9ec6-0242ac1c000c,ff1bb0f2-99c7-11ed-83a5-0242ac1c000c,35a23baa-74f7-11ed-a487-0242ac1c000c,8c052e9e-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5ee36554-74f5-11ed-8600-0242ac1c000c,4a1eb2d2-74f4-11ed-be5f-0242ac1c000c,3101d84c-74f4-11ed-9ec6-0242ac1c000c,ff1bb17e-99c7-11ed-83a5-0242ac1c000c,35a23c40-74f7-11ed-a487-0242ac1c000c,8c052ef8-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5ee365fe-74f5-11ed-8600-0242ac1c000c,4a1eb34a-74f4-11ed-be5f-0242ac1c000c,3101d90a-74f4-11ed-9ec6-0242ac1c000c,ff1bb200-99c7-11ed-83a5-0242ac1c000c,35a23ccc-74f7-11ed-a487-0242ac1c000c,8c052f5c-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5ee3668a-74f5-11ed-8600-0242ac1c000c,4a1eb3b8-74f4-11ed-be5f-0242ac1c000c,3101d9b4-74f4-11ed-9ec6-0242ac1c000c,ff1bb28c-99c7-11ed-83a5-0242ac1c000c,35a23d62-74f7-11ed-a487-0242ac1c000c,8c052fc0-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5ee36720-74f5-11ed-8600-0242ac1c000c,4a1eb426-74f4-11ed-be5f-0242ac1c000c,3101da5e-74f4-11ed-9ec6-0242ac1c000c,ff1bb354-99c7-11ed-83a5-0242ac1c000c,35a23dee-74f7-11ed-a487-0242ac1c000c,8c053024-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5ee367b6-74f5-11ed-8600-0242ac1c000c,4a1eb534-74f4-11ed-be5f-0242ac1c000c,3101db08-74f4-11ed-9ec6-0242ac1c000c,ff1bb3f4-99c7-11ed-83a5-0242ac1c000c,35a23e84-74f7-11ed-a487-0242ac1c000c,8c05307e-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5ee36860-74f5-11ed-8600-0242ac1c000c,4a1eb5ca-74f4-11ed-be5f-0242ac1c000c,3101dba8-74f4-11ed-9ec6-0242ac1c000c,ff1bb480-99c7-11ed-83a5-0242ac1c000c,35a23f10-74f7-11ed-a487-0242ac1c000c,8c0530e2-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5ee368f6-74f5-11ed-8600-0242ac1c000c,4a1eb638-74f4-11ed-be5f-0242ac1c000c,3101dc5c-74f4-11ed-9ec6-0242ac1c000c,ff1bb516-99c7-11ed-83a5-0242ac1c000c,35a23fa6-74f7-11ed-a487-0242ac1c000c,8c05313c-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5ee36996-74f5-11ed-8600-0242ac1c000c,4a1eb6a6-74f4-11ed-be5f-0242ac1c000c,3101dd06-74f4-11ed-9ec6-0242ac1c000c,ff1bb5a2-99c7-11ed-83a5-0242ac1c000c,35a24032-74f7-11ed-a487-0242ac1c000c,8c0531a0-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
5ee36a40-74f5-11ed-8600-0242ac1c000c,4a1eb714-74f4-11ed-be5f-0242ac1c000c,3101e760-74f4-11ed-9ec6-0242ac1c000c,ff1bb62e-99c7-11ed-83a5-0242ac1c000c,35a240c8-74f7-11ed-a487-0242ac1c000c,8c05322c-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
5ee36b12-74f5-11ed-8600-0242ac1c000c,4a1eb782-74f4-11ed-be5f-0242ac1c000c,3101e8a0-74f4-11ed-9ec6-0242ac1c000c,ff1bb6ec-99c7-11ed-83a5-0242ac1c000c,35a245be-74f7-11ed-a487-0242ac1c000c,8c0532a4-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5ee36bb2-74f5-11ed-8600-0242ac1c000c,4a1eb7f0-74f4-11ed-be5f-0242ac1c000c,3101e94a-74f4-11ed-9ec6-0242ac1c000c,ff1bb778-99c7-11ed-83a5-0242ac1c000c,35a246ea-74f7-11ed-a487-0242ac1c000c,8c0532fe-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5ee36c70-74f5-11ed-8600-0242ac1c000c,4a1eb85e-74f4-11ed-be5f-0242ac1c000c,3101e9e0-74f4-11ed-9ec6-0242ac1c000c,ff1bb80e-99c7-11ed-83a5-0242ac1c000c,35a24780-74f7-11ed-a487-0242ac1c000c,8c05336c-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5ee36d1a-74f5-11ed-8600-0242ac1c000c,4a1eb8cc-74f4-11ed-be5f-0242ac1c000c,3101ea80-74f4-11ed-9ec6-0242ac1c000c,ff1bb886-99c7-11ed-83a5-0242ac1c000c,35a2480c-74f7-11ed-a487-0242ac1c000c,8c0533d0-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5ee36e5a-74f5-11ed-8600-0242ac1c000c,4a1eb93a-74f4-11ed-be5f-0242ac1c000c,3101eb16-74f4-11ed-9ec6-0242ac1c000c,ff1bb908-99c7-11ed-83a5-0242ac1c000c,35a24898-74f7-11ed-a487-0242ac1c000c,8c053434-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5ee36f18-74f5-11ed-8600-0242ac1c000c,4a1eb9a8-74f4-11ed-be5f-0242ac1c000c,3101ebc0-74f4-11ed-9ec6-0242ac1c000c,ff1bb98a-99c7-11ed-83a5-0242ac1c000c,35a24924-74f7-11ed-a487-0242ac1c000c,8c053498-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5ee36fb8-74f5-11ed-8600-0242ac1c000c,4a1eba34-74f4-11ed-be5f-0242ac1c000c,3101ec6a-74f4-11ed-9ec6-0242ac1c000c,ff1bba02-99c7-11ed-83a5-0242ac1c000c,35a24a64-74f7-11ed-a487-0242ac1c000c,8c0534fc-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5ee37058-74f5-11ed-8600-0242ac1c000c,4a1ebaca-74f4-11ed-be5f-0242ac1c000c,3101ed0a-74f4-11ed-9ec6-0242ac1c000c,ff1bba84-99c7-11ed-83a5-0242ac1c000c,35a24b04-74f7-11ed-a487-0242ac1c000c,8c053556-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5ee3710c-74f5-11ed-8600-0242ac1c000c,4a1ebb56-74f4-11ed-be5f-0242ac1c000c,3101eda0-74f4-11ed-9ec6-0242ac1c000c,ff1bbb10-99c7-11ed-83a5-0242ac1c000c,35a24ba4-74f7-11ed-a487-0242ac1c000c,8c0535ba-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5ee371ac-74f5-11ed-8600-0242ac1c000c,4a1ebbe2-74f4-11ed-be5f-0242ac1c000c,3101ee40-74f4-11ed-9ec6-0242ac1c000c,ff1bbb88-99c7-11ed-83a5-0242ac1c000c,35a24c3a-74f7-11ed-a487-0242ac1c000c,8c05361e-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5ee37256-74f5-11ed-8600-0242ac1c000c,4a1ebc78-74f4-11ed-be5f-0242ac1c000c,3101eed6-74f4-11ed-9ec6-0242ac1c000c,ff1bbc0a-99c7-11ed-83a5-0242ac1c000c,35a24ce4-74f7-11ed-a487-0242ac1c000c,8c053682-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5ee3730a-74f5-11ed-8600-0242ac1c000c,4a1ebd0e-74f4-11ed-be5f-0242ac1c000c,3101ef80-74f4-11ed-9ec6-0242ac1c000c,ff1bbc96-99c7-11ed-83a5-0242ac1c000c,35a24d7a-74f7-11ed-a487-0242ac1c000c,8c0536f0-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5ee373b4-74f5-11ed-8600-0242ac1c000c,4a1ebd9a-74f4-11ed-be5f-0242ac1c000c,3101f020-74f4-11ed-9ec6-0242ac1c000c,ff1bbd18-99c7-11ed-83a5-0242ac1c000c,35a24e1a-74f7-11ed-a487-0242ac1c000c,8c053754-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5ee3745e-74f5-11ed-8600-0242ac1c000c,4a1ebe26-74f4-11ed-be5f-0242ac1c000c,3101f0c0-74f4-11ed-9ec6-0242ac1c000c,ff1bbda4-99c7-11ed-83a5-0242ac1c000c,35a24eba-74f7-11ed-a487-0242ac1c000c,8c0537b8-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5ee37562-74f5-11ed-8600-0242ac1c000c,4a1ebea8-74f4-11ed-be5f-0242ac1c000c,3101f160-74f4-11ed-9ec6-0242ac1c000c,ff1bbe26-99c7-11ed-83a5-0242ac1c000c,35a24f5a-74f7-11ed-a487-0242ac1c000c,8c05381c-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5ee37620-74f5-11ed-8600-0242ac1c000c,4a1ebf3e-74f4-11ed-be5f-0242ac1c000c,3101f1f6-74f4-11ed-9ec6-0242ac1c000c,ff1bbea8-99c7-11ed-83a5-0242ac1c000c,35a25018-74f7-11ed-a487-0242ac1c000c,8c053880-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5ee37788-74f5-11ed-8600-0242ac1c000c,4a1ebfde-74f4-11ed-be5f-0242ac1c000c,3101f296-74f4-11ed-9ec6-0242ac1c000c,ff1bbf2a-99c7-11ed-83a5-0242ac1c000c,35a250f4-74f7-11ed-a487-0242ac1c000c,8c053902-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5ee37832-74f5-11ed-8600-0242ac1c000c,4a1ec074-74f4-11ed-be5f-0242ac1c000c,3101f336-74f4-11ed-9ec6-0242ac1c000c,ff1bbfac-99c7-11ed-83a5-0242ac1c000c,35a25194-74f7-11ed-a487-0242ac1c000c,8c05395c-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5ee378dc-74f5-11ed-8600-0242ac1c000c,4a1ec100-74f4-11ed-be5f-0242ac1c000c,3101f3d6-74f4-11ed-9ec6-0242ac1c000c,ff1bc024-99c7-11ed-83a5-0242ac1c000c,35a2522a-74f7-11ed-a487-0242ac1c000c,8c0539c0-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5ee37990-74f5-11ed-8600-0242ac1c000c,4a1ec18c-74f4-11ed-be5f-0242ac1c000c,3101f480-74f4-11ed-9ec6-0242ac1c000c,ff1bc0a6-99c7-11ed-83a5-0242ac1c000c,35a252c0-74f7-11ed-a487-0242ac1c000c,8c053a24-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5ee37a3a-74f5-11ed-8600-0242ac1c000c,4a1ec22c-74f4-11ed-be5f-0242ac1c000c,3101f566-74f4-11ed-9ec6-0242ac1c000c,ff1bc132-99c7-11ed-83a5-0242ac1c000c,35a25356-74f7-11ed-a487-0242ac1c000c,8c053a88-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5ee37ae4-74f5-11ed-8600-0242ac1c000c,4a1ec2b8-74f4-11ed-be5f-0242ac1c000c,3101f5fc-74f4-11ed-9ec6-0242ac1c000c,ff1bc1be-99c7-11ed-83a5-0242ac1c000c,35a253ec-74f7-11ed-a487-0242ac1c000c,8c053ae2-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5ee37b8e-74f5-11ed-8600-0242ac1c000c,4a1ec34e-74f4-11ed-be5f-0242ac1c000c,3101f69c-74f4-11ed-9ec6-0242ac1c000c,ff1bc240-99c7-11ed-83a5-0242ac1c000c,35a25478-74f7-11ed-a487-0242ac1c000c,8c053b46-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
5ee37c42-74f5-11ed-8600-0242ac1c000c,4a1ec3d0-74f4-11ed-be5f-0242ac1c000c,3101f73c-74f4-11ed-9ec6-0242ac1c000c,ff1bc2cc-99c7-11ed-83a5-0242ac1c000c,35a25518-74f7-11ed-a487-0242ac1c000c,8c053c40-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
